,county,picloram
2314,"Trinity, Texas",0.0
2315,"Tripp, South Dakota",0.0
2316,"Trumbull, Ohio",0.0
2317,"Tucker, West Virginia",0.0
2318,"Tulare, California",0.0
2319,"Turner, South Dakota",0.0
2320,"Tuscaloosa, Alabama",0.0
2321,"Tuscarawas, Ohio",0.0
2322,"Tuscola, Michigan",0.0
2323,"Twin falls, Idaho",0.0
2324,"Tyler, Texas",0.0
2325,"Tyler, West Virginia",0.0
2326,"Tyrrell, North Carolina",0.0
2327,"Uinta, Wyoming",0.0
2328,"Uintah, Utah",0.0
2329,"Ulster, New York",0.0
2330,"Umatilla, Oregon",0.0
2331,"Union county, Pennsylvania",0.0
2332,"Union parish, Louisiana",0.0
2333,"Union, Arkansas",0.0
2334,"Union, Florida",0.0
2335,"Union, Illinois",0.0
2336,"Union, Indiana",0.0
2337,"Union, Iowa",0.0
2338,"Union, Kentucky",0.0
2339,"Union, Louisiana",0.0
2340,"Union, New Mexico",0.0
2341,"Union, North Carolina",0.0
2342,"Union, Oregon",0.0
2343,"Union, Pennsylvania",0.0
2344,"Union, South Carolina",0.0
2345,"Union, South Dakota",0.0
2346,"Unknown, South Carolina",0.0
2347,"Upshur, Texas",0.0
2348,"Upshur, West Virginia",0.0
2349,"Utah, Utah",0.0
2350,"Uvalde, Texas",0.0
2351,"Val verde, Texas",0.0
2352,"Valencia, New Mexico",0.0
2353,"Valley, Idaho",0.0
2354,"Valley, Montana",0.0
2355,"Valley, Nebraska",0.0
2356,"Van buren, Arkansas",0.0
2357,"Van buren, Michigan",0.0
2358,"Van wert, Ohio",0.0
2359,"Van zandt, Texas",0.0
2360,"Vance, North Carolina",0.0
2361,"Vanderburgh, Indiana",0.0
2362,"Venango county, Pennsylvania",0.0
2363,"Venango, Pennsylvania",0.0
2364,"Ventura, California",0.0
2365,"Vermilion, Illinois",0.0
2366,"Vermilion, Louisiana",0.0
2367,"Vermillion county, Indiana",0.0
2368,"Vermillion, Indiana",0.0
2369,"Vernon, Louisiana",0.0
2370,"Vernon, Missouri",0.0
2371,"Vernon, Wisconsin",0.0
2372,"Victoria, Texas",0.0
2373,"Vigo, Indiana",0.0
2374,"Vilas, Wisconsin",0.0
2375,"Volusia, Florida",0.0
2376,"Wabash, Illinois",0.0
2377,"Wabash, Indiana",0.0
2378,"Wabasha, Minnesota",0.0
2379,"Wadena, Minnesota",0.0
2380,"Wahkiakum, Washington",0.0
2381,"Wake, North Carolina",7.95593635250918e-05
2382,"Wakulla, Florida",0.0
2383,"Waldo, Maine",0.0
2384,"Walker, Alabama",0.0
2385,"Walker, Texas",0.0
2386,"Walla walla, Washington",0.0
2387,"Waller, Texas",0.0
2388,"Wallowa, Oregon",0.0
2389,"Walsh, North Dakota",0.0
2390,"Walton, Florida",0.0
2391,"Walworth, South Dakota",0.0
2392,"Walworth, Wisconsin",0.0
2393,"Wapello, Iowa",0.0
2394,"Ward, North Dakota",0.0
2395,"Ward, Texas",0.0
2396,"Warren county, Pennsylvania",0.0
2397,"Warren, Illinois",0.0
2398,"Warren, Indiana",0.0
2399,"Warren, Iowa",0.0
2400,"Warren, Kentucky",0.0
2401,"Warren, Missouri",0.0
2402,"Warren, New Jersey",0.0
2403,"Warren, New York",0.0
2404,"Warren, North Carolina",0.0
2405,"Warren, Ohio",0.0
2406,"Warren, Pennsylvania",0.0
2407,"Warren, Virginia",0.0
2408,"Warrick, Indiana",0.0
2409,"Wasatch, Utah",0.0
2410,"Wasco, Oregon",0.0
2411,"Waseca, Minnesota",0.0
2412,"Washakie, Wyoming",0.0
2413,"Washburn, Wisconsin",0.0
2414,"Washington county, Rhode Island",0.0
2415,"Washington parish, Louisiana",0.0
2416,"Washington, Alabama",0.0
2417,"Washington, Arkansas",0.0
2418,"Washington, Florida",0.0
2419,"Washington, Idaho",0.0
2420,"Washington, Illinois",0.0
2421,"Washington, Indiana",0.0
2422,"Washington, Iowa",0.0
2423,"Washington, Kentucky",0.0
2424,"Washington, Louisiana",0.0
2425,"Washington, Maine",0.0
2426,"Washington, Maryland",0.0059340659340659345
2427,"Washington, Minnesota",0.0
2428,"Washington, Missouri",0.0
2429,"Washington, Nebraska",0.0
2430,"Washington, New York",0.0
2431,"Washington, North Carolina",0.0
2432,"Washington, Ohio",0.0
2433,"Washington, Oklahoma",0.0
2434,"Washington, Oregon",0.0
2435,"Washington, Pennsylvania",0.0
2436,"Washington, Rhode Island",0.0
2437,"Washington, Texas",0.0
2438,"Washington, Utah",0.0
2439,"Washington, Vermont",0.0
2440,"Washington, Virginia",0.0
2441,"Washington, Wisconsin",0.0
2442,"Washita, Oklahoma",0.0
2443,"Washoe, Nevada",0.0
2444,"Washtenaw, Michigan",0.0
2445,"Watauga, North Carolina",0.0
2446,"Watonwan, Minnesota",0.0
2447,"Waukesha, Wisconsin",0.0
2448,"Waupaca, Wisconsin",0.0
2449,"Waushara, Wisconsin",0.0
2450,"Wayne, Illinois",0.0
2451,"Wayne, Indiana",0.0
2452,"Wayne, Kentucky",0.0
2453,"Wayne, Michigan",0.0
2454,"Wayne, Missouri",0.0
2455,"Wayne, Nebraska",0.0
2456,"Wayne, New York",0.0
2457,"Wayne, North Carolina",0.0
2458,"Wayne, Ohio",0.0
2459,"Wayne, Pennsylvania",0.0
2460,"Wayne, Utah",0.0
2461,"Wayne, West Virginia",0.0
2462,"Waynesboro city, Virginia",0.0
2463,"Webb county, Texas",0.0
2464,"Webb, Texas",0.0
2465,"Weber, Utah",0.0
2466,"Webster, Iowa",0.0
2467,"Webster, Kentucky",0.0
2468,"Webster, Louisiana",0.0
2469,"Webster, Missouri",0.0
2470,"Webster, Nebraska",0.0
2471,"Webster, West Virginia",0.0
2472,"Wells, Indiana",0.0
2473,"Wells, North Dakota",0.0
2474,"West baton rouge, Louisiana",0.0
2475,"West carroll parish, Louisiana",0.0
2476,"West carroll, Louisiana",0.0
2477,"West feliciana, Louisiana",0.0
2478,"Westchester, New York",0.0
2479,"Westmoreland, Pennsylvania",0.0
2480,"Westmoreland, Virginia",0.0
2481,"Weston, Wyoming",0.0
2482,"Wetzel, West Virginia",0.0
2483,"Wexford, Michigan",0.0
2484,"Wharton, Texas",0.0
2485,"Whatcom, Washington",0.0
2486,"Wheatland, Montana",0.0
2487,"Wheeler, Nebraska",0.0
2488,"Wheeler, Oregon",0.0
2489,"Wheeler, Texas",0.0
2490,"White pine, Nevada",0.0
2491,"White, Arkansas",0.0
2492,"White, Illinois",0.0
2493,"White, Indiana",0.0
2494,"Whiteside, Illinois",0.0
2495,"Whitley, Indiana",0.0
2496,"Whitley, Kentucky",0.0
2497,"Whitman, Washington",0.0
2498,"Wibaux, Montana",0.0
2499,"Wichita, Texas",0.0
2500,"Wicomico, Maryland",0.0
2501,"Wilbarger, Texas",0.0
2502,"Wilcox, Alabama",0.0
2503,"Wilkes, North Carolina",0.0
2504,"Will, Illinois",0.0
2505,"Willacy county, Texas",0.0
2506,"Willacy, Texas",0.0
2507,"Williams, North Dakota",0.0
2508,"Williamsburg, South Carolina",0.0
2509,"Williamson, Illinois",0.0
2510,"Williamson, Texas",0.0
2511,"Wilson, North Carolina",0.0
2512,"Wilson, Texas",0.0
2513,"Winchester, Virginia",0.0
2514,"Windham, Connecticut",0.0
2515,"Windham, Vermont",0.0
2516,"Windsor, Vermont",0.0
2517,"Winkler, Texas",0.0
2518,"Winn, Louisiana",0.0
2519,"Winnebago, Illinois",0.0
2520,"Winnebago, Iowa",0.0
2521,"Winnebago, Wisconsin",0.0
2522,"Winneshiek, Iowa",0.0
2523,"Winona, Minnesota",0.0
2524,"Winston, Alabama",0.0
2525,"Wise, Texas",0.0
2526,"Wolfe, Kentucky",0.0
2527,"Wood, Ohio",0.0
2528,"Wood, Texas",0.0
2529,"Wood, West Virginia",0.0
2530,"Wood, Wisconsin",0.0
2531,"Woodbury, Iowa",0.0
2532,"Woodford, Illinois",0.0
2533,"Woodford, Kentucky",0.0
2534,"Woodruff, Arkansas",0.0
2535,"Woods, Oklahoma",0.0
2536,"Woodward, Oklahoma",0.0
2537,"Worcester, Maryland",0.0
2538,"Worcester, Massachusetts",0.0
2539,"Worth, Iowa",0.0
2540,"Worth, Missouri",0.0
2541,"Wright, Iowa",0.0
2542,"Wright, Minnesota",0.0
2543,"Wright, Missouri",0.0
2544,"Wyandot, Ohio",0.0
2545,"Wyandotte, Kansas",0.0
2546,"Wyoming, New York",0.0
2547,"Wyoming, Pennsylvania",0.15
2548,"Wyoming, West Virginia",0.0
2549,"Wythe, Virginia",0.0
2550,"Yadkin, North Carolina",0.0
2551,"Yakima, Washington",0.0
2552,"Yakutat, Alaska",0.0
2553,"Yamhill, Oregon",0.0
2554,"Yancey, North Carolina",0.0
2555,"Yankton, South Dakota",0.0
2556,"Yates, New York",0.0
2557,"Yavapai, Arizona",0.0
2558,"Yell, Arkansas",0.0
2559,"Yellow medicine county, Minnesota",0.0
2560,"Yellow medicine, Minnesota",0.0
2561,"Yellowstone, Montana",0.0
2562,"Yoakum, Texas",0.0
2563,"Yolo, California",0.0
2564,"York county, Pennsylvania",0.0
2565,"York, Maine",0.0
2566,"York, Nebraska",0.0
2567,"York, Pennsylvania",0.0
2568,"York, South Carolina",0.0
2569,"Young, Texas",0.0
2570,"Yuba, California",0.0
2571,"Yuma county, Arizona",0.0
2572,"Yuma, Arizona",0.0
2573,"Zapata county, Texas",0.0
2574,"Zapata, Texas",0.0
2575,"Zavala, Texas",0.0
