,county,oxamyl
1570,"New madrid, Missouri",0.0
1571,"Newaygo, Michigan",0.0
1572,"Newberry, South Carolina",0.0
1573,"Newport, Rhode Island",0.0
1574,"Newton county, Arkansas",0.0
1575,"Newton, Arkansas",0.0
1576,"Newton, Indiana",0.0
1577,"Newton, Missouri",0.0
1578,"Newton, Texas",0.0
1579,"Nez perce, Idaho",0.0
1580,"Niagara, New York",0.0
1581,"Nicholas, Kentucky",0.0
1582,"Nicholas, West Virginia",0.0
1583,"Nicollet, Minnesota",0.0
1584,"Niobrara, Wyoming",0.0
1585,"Noble, Indiana",0.0
1586,"Nobles, Minnesota",0.0
1587,"Nodaway, Missouri",0.0
1588,"Nolan, Texas",0.0
1589,"Norfolk, Massachusetts",0.0
1590,"Norfolk, Virginia",0.0
1591,"North slope, Alaska",0.0
1592,"Northampton county, Pennsylvania",0.0
1593,"Northampton, North Carolina",0.0
1594,"Northampton, Pennsylvania",0.0
1595,"Northampton, Virginia",0.0
1596,"Northumberland, Pennsylvania",0.0
1597,"Northumberland, Virginia",0.02333333333333333
1598,"Nottoway, Virginia",0.0
1599,"Nuckolls, Nebraska",0.0
1600,"Nueces, Texas",0.0
1601,"Nye, Nevada",0.0
1602,"Oakland, Michigan",0.0
1603,"Ocean, New Jersey",0.0
1604,"Oceana, Michigan",0.0
1605,"Ochiltree, Texas",0.0
1606,"Oconee, South Carolina",0.0
1607,"Oconto, Wisconsin",0.0
1608,"Ogemaw, Michigan",0.0
1609,"Ogle, Illinois",0.0
1610,"Ohio, Indiana",0.0
1611,"Ohio, Kentucky",0.0
1612,"Ohio, West Virginia",0.0
1613,"Okaloosa county, Florida",0.0
1614,"Okaloosa, Florida",0.0
1615,"Okanogan, Washington",0.0
1616,"Okeechobee, Florida",0.0
1617,"Oklahoma, Oklahoma",0.0
1618,"Okmulgee, Oklahoma",0.0
1619,"Oldham, Kentucky",0.0
1620,"Oldham, Texas",0.0
1621,"Olmsted, Minnesota",0.0
1622,"Oneida, Idaho",0.0
1623,"Oneida, New York",0.0
1624,"Oneida, Wisconsin",0.0
1625,"Onondaga, New York",0.0
1626,"Onslow, North Carolina",0.0
1627,"Ontario, New York",0.0
1628,"Ontonagon, Michigan",0.0
1629,"Orange, California",0.0
1630,"Orange, Florida",0.0
1631,"Orange, New York",0.0
1632,"Orange, North Carolina",0.0
1633,"Orange, Texas",0.0
1634,"Orange, Vermont",0.0
1635,"Orange, Virginia",0.0
1636,"Orangeburg, South Carolina",0.0
1637,"Oregon, Missouri",0.0
1638,"Orleans, Louisiana",0.0
1639,"Orleans, New York",0.0
1640,"Orleans, Vermont",0.0
1641,"Osage, Missouri",0.0
1642,"Osage, Oklahoma",0.0
1643,"Osceola, Florida",0.0
1644,"Osceola, Michigan",0.0
1645,"Oscoda, Michigan",0.0
1646,"Oswego, New York",0.0
1647,"Otero county, New Mexico",0.0
1648,"Otero, New Mexico",0.0
1649,"Otoe, Nebraska",0.0
1650,"Otsego, Michigan",0.0
1651,"Otsego, New York",0.0
1652,"Ottawa, Michigan",0.0
1653,"Ottawa, Oklahoma",0.0
1654,"Otter tail, Minnesota",0.0
1655,"Ouachita, Arkansas",0.0
1656,"Ouachita, Louisiana",0.0
1657,"Outagamie, Wisconsin",0.0
1658,"Owen, Indiana",0.0
1659,"Owen, Kentucky",0.0
1660,"Owsley, Kentucky",0.0
1661,"Owyhee, Idaho",0.0
1662,"Oxford, Maine",0.0
1663,"Ozark, Missouri",0.0
1664,"Ozaukee, Wisconsin",0.0
1665,"Pacific, Washington",0.0
1666,"Page, Virginia",0.0
1667,"Palm beach, Florida",0.0
1668,"Palo pinto, Texas",0.0
1669,"Pamlico, North Carolina",0.0
1670,"Panola, Texas",0.0
1671,"Park, Montana",0.0
1672,"Park, Wyoming",0.0
1673,"Parke, Indiana",0.0
1674,"Parker, Texas",0.0
1675,"Parmer, Texas",0.0
1676,"Pasco county, Florida",0.0
1677,"Pasco, Florida",0.0
1678,"Pasquotank, North Carolina",0.0
1679,"Passaic, New Jersey",0.0
1680,"Patrick, Virginia",0.0
1681,"Pawnee, Nebraska",0.0
1682,"Pawnee, Oklahoma",0.0
1683,"Payette, Idaho",0.0
1684,"Pecos, Texas",0.0
1685,"Pemiscot, Missouri",0.0
1686,"Pend oreille, Washington",0.0
1687,"Pender, North Carolina",0.0
1688,"Pendleton, Kentucky",0.0
1689,"Pendleton, West Virginia",0.0
1690,"Pennington, Minnesota",0.0
1691,"Pennington, South Dakota",0.0
1692,"Penobscot, Maine",0.0
1693,"Peoria, Illinois",0.0
1694,"Pepin, Wisconsin",0.0
1695,"Perkins, Nebraska",0.0
1696,"Perquimans, North Carolina",0.0
1697,"Perry county, Pennsylvania",0.0
1698,"Perry, Alabama",0.0
1699,"Perry, Arkansas",0.0
1700,"Perry, Illinois",0.0
1701,"Perry, Indiana",0.0
1702,"Perry, Kentucky",0.0
1703,"Perry, Missouri",0.0
1704,"Perry, Pennsylvania",0.0
1705,"Pershing, Nevada",0.0
1706,"Person, North Carolina",0.0
1707,"Petroleum, Montana",0.0
1708,"Pettis, Missouri",0.0
1709,"Phelps, Missouri",0.0
1710,"Phelps, Nebraska",0.0
1711,"Philadelphia, Pennsylvania",0.0
1712,"Phillips, Arkansas",0.0
1713,"Phillips, Montana",0.0
1714,"Piatt, Illinois",0.0
1715,"Pickaway, Ohio",0.0
1716,"Pickens, Alabama",0.0
1717,"Pickens, South Carolina",0.0
1718,"Pierce, Nebraska",0.0
1719,"Pierce, Washington",0.0
1720,"Pierce, Wisconsin",0.0
1721,"Pike, Alabama",0.0
1722,"Pike, Arkansas",0.0
1723,"Pike, Illinois",0.0
1724,"Pike, Indiana",0.0
1725,"Pike, Kentucky",0.0
1726,"Pike, Missouri",0.0
1727,"Pike, Ohio",0.0
1728,"Pike, Pennsylvania",0.0
1729,"Pima, Arizona",0.0
1730,"Pinal, Arizona",0.0
1731,"Pine, Minnesota",0.0
1732,"Pinellas, Florida",0.0
1733,"Pipestone, Minnesota",0.0
1734,"Piscataquis, Maine",0.0
1735,"Pitt, North Carolina",0.0
1736,"Pittsburg, Oklahoma",0.0
1737,"Pittsylvania, Virginia",0.0
1738,"Piute, Utah",0.0
1739,"Placer, California",0.0
1740,"Plaquemines, Louisiana",0.0
1741,"Platte, Missouri",0.0
1742,"Platte, Nebraska",0.0
1743,"Platte, Wyoming",0.0
1744,"Pleasants, West Virginia",0.0
1745,"Plymouth, Massachusetts",0.0
1746,"Pocahontas, West Virginia",0.0
1747,"Poinsett, Arkansas",0.0
1748,"Pointe coupee parish, Louisiana",0.0
1749,"Pointe coupee, Louisiana",0.0
1750,"Polk, Arkansas",0.0
1751,"Polk, Florida",0.0
1752,"Polk, Minnesota",0.0
1753,"Polk, Missouri",0.0
1754,"Polk, Nebraska",0.0
1755,"Polk, North Carolina",0.0
1756,"Polk, Oregon",0.0
1757,"Polk, Texas",0.0
1758,"Polk, Wisconsin",0.0
1759,"Pondera, Montana",0.0
1760,"Pontotoc, Oklahoma",0.0
1761,"Pope, Arkansas",0.0
1762,"Pope, Illinois",0.0
1763,"Pope, Minnesota",0.0
1764,"Portage county, Wisconsin",0.0
1765,"Portage, Wisconsin",0.0
1766,"Porter, Indiana",0.0
1767,"Portsmouth, Virginia",0.0
1768,"Posey, Indiana",0.0
1769,"Pottawatomie, Oklahoma",0.0
1770,"Potter, Pennsylvania",0.0
1771,"Potter, Texas",0.0
1772,"Powder river, Montana",0.0
1773,"Powell, Kentucky",0.0
1774,"Powell, Montana",0.0
1775,"Power, Idaho",0.0
1776,"Prairie, Arkansas",0.0
1777,"Prairie, Montana",0.0
1778,"Preble, Ohio",0.0
1779,"Presidio, Texas",0.0
1780,"Presque isle, Michigan",0.0
1781,"Preston, West Virginia",0.0
1782,"Price, Wisconsin",0.0
1783,"Prince george's, Maryland",0.0
1784,"Prince george, Virginia",0.0
1785,"Prince georges, Maryland",0.0
1786,"Prince william, Virginia",0.0
1787,"Providence, Rhode Island",0.0
1788,"Pulaski, Arkansas",0.0
1789,"Pulaski, Illinois",0.0
1790,"Pulaski, Indiana",0.0
1791,"Pulaski, Kentucky",0.0
1792,"Pulaski, Missouri",0.0
1793,"Pulaski, Virginia",0.0
1794,"Putnam county, Indiana",0.0
1795,"Putnam, Florida",0.0
1796,"Putnam, Illinois",0.0
1797,"Putnam, Indiana",0.0
1798,"Putnam, Missouri",0.0
1799,"Putnam, New York",0.005917159763313609
1800,"Putnam, Tennessee",0.0
1801,"Putnam, West Virginia",0.0
1802,"Quay, New Mexico",0.0
1803,"Queen anne's, Maryland",0.0
1804,"Racine, Wisconsin",0.0
1805,"Radford, Virginia",0.0
1806,"Rains, Texas",0.0
1807,"Raleigh, West Virginia",0.0
1808,"Ramsey, Minnesota",0.0
1809,"Ramsey, North Dakota",0.0
1810,"Randall, Texas",0.0
1811,"Randolph, Alabama",0.0
1812,"Randolph, Arkansas",0.0
1813,"Randolph, Illinois",0.0
1814,"Randolph, Indiana",0.0
1815,"Randolph, Missouri",0.0
1816,"Randolph, North Carolina",0.0
1817,"Randolph, West Virginia",0.0
1818,"Rapides, Louisiana",0.0
1819,"Ravalli, Montana",0.0
1820,"Ray, Missouri",0.0
1821,"Real, Texas",0.0
1822,"Red lake, Minnesota",0.0
1823,"Red river, Louisiana",0.0
1824,"Red river, Texas",0.0
1825,"Red willow, Nebraska",0.0
1826,"Redwood, Minnesota",0.0
1827,"Reeves, Texas",0.0
1828,"Refugio, Texas",0.0
1829,"Rensselaer, New York",0.0
1830,"Renville, Minnesota",0.0
1831,"Reynolds, Missouri",0.0
1832,"Rice, Minnesota",0.0
1833,"Rich, Utah",0.0
1834,"Richardson, Nebraska",0.0
1835,"Richland, Illinois",0.0
1836,"Richland, Louisiana",0.0
1837,"Richland, Montana",0.0
1838,"Richland, Ohio",0.0
1839,"Richland, South Carolina",0.0
1840,"Richland, Wisconsin",0.0
1841,"Richmond, North Carolina",0.0
1842,"Richmond, Virginia",0.0
1843,"Rio arriba, New Mexico",0.0
1844,"Ripley, Indiana",0.0
1845,"Ripley, Missouri",0.0
1846,"Ritchie, West Virginia",0.0
1847,"Riverside, California",0.0
1848,"Roane, West Virginia",0.0
1849,"Roanoke, Virginia",0.0
1850,"Roberts, South Dakota",0.0
1851,"Robertson, Texas",0.0
1852,"Robeson, North Carolina",0.0
1853,"Rock island, Illinois",0.0
1854,"Rock, Minnesota",0.0
1855,"Rock, Nebraska",0.0
1856,"Rock, Wisconsin",0.0
1857,"Rockbridge, Virginia",0.0
1858,"Rockcastle, Kentucky",0.0
1859,"Rockingham, New Hampshire",0.01243184296619411
1860,"Rockingham, North Carolina",0.0
1861,"Rockingham, Virginia",0.0
1862,"Rockland, New York",0.0
1863,"Rogers, Oklahoma",0.0
1864,"Roosevelt, Montana",0.0
1865,"Roosevelt, New Mexico",0.0
1866,"Roscommon, Michigan",0.0
1867,"Roseau, Minnesota",0.0
1868,"Rosebud, Montana",0.0
1869,"Ross, Ohio",0.0
1870,"Rowan county, North Carolina",0.0
1871,"Rowan, Kentucky",0.0
1872,"Rowan, North Carolina",0.0
1873,"Runnels, Texas",0.0
1874,"Rush, Indiana",0.0
1875,"Rusk, Texas",0.0
1876,"Rusk, Wisconsin",0.0
1877,"Russell, Alabama",0.0
1878,"Russell, Kentucky",0.0
1879,"Russell, Virginia",0.0
1880,"Rutherford, North Carolina",0.0
1881,"Rutland, Vermont",0.0
1882,"Sabine, Louisiana",0.0
1883,"Sabine, Texas",0.0
1884,"Sacramento county, California",0.0
1885,"Sacramento, California",0.0
1886,"Sagadahoc, Maine",0.0
1887,"Saginaw, Michigan",0.0
1888,"Saint bernard, Louisiana",0.0
1889,"Saint charles, Missouri",0.0
1890,"Saint clair, Michigan",0.0
1891,"Saint francois, Missouri",0.0
1892,"Saint james, Louisiana",0.0
1893,"Saint joseph, Michigan",0.0
1894,"Saint landry, Louisiana",0.0
1895,"Saint lawrence, New York",0.11538461538461539
1896,"Saint louis, Minnesota",0.0
1897,"Saint louis, Missouri",0.0
1898,"Saint marys, Maryland",0.0
1899,"Saint tammany, Louisiana",0.0
1900,"Salem, New Jersey",0.0
1901,"Salem, Virginia",0.0
1902,"Saline county, Arkansas",0.0
1903,"Saline, Arkansas",0.0
1904,"Saline, Illinois",0.0
1905,"Saline, Missouri",0.0
1906,"Saline, Nebraska",0.0
1907,"Salt lake, Utah",0.0
1908,"Saluda, South Carolina",0.0
1909,"Sampson, North Carolina",0.0
1910,"San augustine, Texas",0.0
1911,"San benito, California",0.0
1912,"San bernardino county, California",0.0
1913,"San bernardino, California",0.0
1914,"San diego county, California",0.0
1915,"San diego, California",0.0
1916,"San francisco, California",0.0
1917,"San jacinto, Texas",0.0
1918,"San joaquin, California",0.0
1919,"San juan, New Mexico",0.0
1920,"San juan, Utah",0.0
1921,"San juan, Washington",0.0
1922,"San luis obispo, California",0.0
1923,"San mateo, California",0.0
1924,"San miguel, New Mexico",0.0
1925,"San patricio, Texas",0.0
1926,"San saba, Texas",0.0
1927,"Sanborn, South Dakota",0.0
1928,"Sanders, Montana",0.0
1929,"Sandoval, New Mexico",0.0
1930,"Sandusky, Ohio",0.0
1931,"Sangamon, Illinois",0.0
1932,"Sanilac, Michigan",0.0
1933,"Sanpete, Utah",0.0
1934,"Santa barbara, California",0.0
1935,"Santa clara, California",0.0
1936,"Santa cruz, Arizona",0.0
1937,"Santa cruz, California",0.0
1938,"Santa fe, New Mexico",0.0
1939,"Santa rosa county, Florida",0.0
1940,"Santa rosa, Florida",0.0
1941,"Sarasota, Florida",0.0
1942,"Saratoga, New York",0.0
1943,"Sarpy, Nebraska",0.0
1944,"Sauk, Wisconsin",0.0
1945,"Saunders, Nebraska",0.0
1946,"Sawyer, Wisconsin",0.0
1947,"Schenectady, New York",0.0
1948,"Schoharie, New York",0.0
1949,"Schoolcraft, Michigan",0.0
1950,"Schuyler, Illinois",0.0
1951,"Schuyler, New York",0.0
1952,"Schuylkill, Pennsylvania",0.0
1953,"Scotland, Missouri",0.0
1954,"Scotland, North Carolina",0.0
1955,"Scott, Arkansas",0.0
1956,"Scott, Illinois",0.0
1957,"Scott, Indiana",0.0
1958,"Scott, Iowa",0.0
1959,"Scott, Kentucky",0.0
1960,"Scott, Minnesota",0.0
1961,"Scott, Missouri",0.0
1962,"Scott, Virginia",0.0
1963,"Scotts bluff, Nebraska",0.0
1964,"Searcy, Arkansas",0.0
1965,"Sebastian, Arkansas",0.0
1966,"Seminole county, Florida",0.0
1967,"Seminole, Florida",0.0
1968,"Seneca, New York",0.0
1969,"Seneca, Ohio",0.0
1970,"Sevier, Arkansas",0.0
1971,"Sevier, Utah",0.0
1972,"Seward, Nebraska",0.0
1973,"Shackelford, Texas",0.0
1974,"Shannon, Missouri",0.0
1975,"Shannon, South Dakota",0.0
1976,"Sharp county, Arkansas",0.0
1977,"Sharp, Arkansas",0.0
1978,"Shasta, California",0.0
1979,"Shawano, Wisconsin",0.0
1980,"Sheboygan, Wisconsin",0.0
1981,"Shelby, Alabama",0.0
1982,"Shelby, Illinois",0.0
1983,"Shelby, Indiana",0.0
1984,"Shelby, Kentucky",0.0
1985,"Shelby, Missouri",0.0
1986,"Shelby, Ohio",0.0
1987,"Shelby, Tennessee",0.0
1988,"Shelby, Texas",0.0
1989,"Shenandoah, Virginia",0.0
1990,"Sherburne, Minnesota",0.0
1991,"Sheridan, Montana",0.0
1992,"Sheridan, Nebraska",0.0
1993,"Sheridan, Wyoming",0.0
1994,"Sherman, Nebraska",0.0
1995,"Sherman, Oregon",0.0
1996,"Shiawassee, Michigan",0.0
1997,"Shoshone, Idaho",0.0
1998,"Sibley, Minnesota",0.0
1999,"Sierra, New Mexico",0.0
2000,"Silver bow, Montana",0.0
2001,"Silverbow, Montana",0.0
2002,"Simpson, Kentucky",0.0
2003,"Sioux, Nebraska",0.0
2004,"Skagit, Washington",0.0
2005,"Skamania, Washington",0.0
2006,"Smith, Texas",0.0
2007,"Smyth, Virginia",0.0
2008,"Snohomish, Washington",0.0
2009,"Snyder county, Pennsylvania",0.0
2010,"Snyder, Pennsylvania",0.0
2011,"Socorro, New Mexico",0.0
2012,"Solano, California",0.0
2013,"Somerset county, Pennsylvania",0.0
2014,"Somerset, Maine",0.0
2015,"Somerset, Maryland",0.0
2016,"Somerset, New Jersey",0.0
2017,"Somerset, Pennsylvania",0.0
2018,"Somervell, Texas",0.0
2019,"Sonoma, California",0.0
2020,"Southampton, Virginia",0.0
2021,"Southeast fairbanks, Alaska",0.0
2022,"Spartanburg, South Carolina",0.0
2023,"Spencer, Indiana",0.0
2024,"Spink county, South Dakota",0.0
2025,"Spokane, Washington",0.0
2026,"Spotsylvania, Virginia",0.0
2027,"St clair, Alabama",0.0
2028,"St helena, Louisiana",0.0
2029,"St joseph, Indiana",0.0
2030,"St landry, Louisiana",0.0
2031,"St lawrence, New York",0.0
2032,"St louis, Missouri",0.0
2033,"St mary's, Maryland",0.0
2034,"St tammany, Louisiana",0.0
2035,"St. bernard, Louisiana",0.0
2036,"St. charles, Louisiana",0.0
2037,"St. charles, Missouri",0.0
2038,"St. clair county, Missouri",0.0
2039,"St. clair, Alabama",0.0
2040,"St. clair, Illinois",0.0
2041,"St. clair, Michigan",0.0
2042,"St. clair, Missouri",0.0
2043,"St. croix, Wisconsin",0.0
2044,"St. francis, Arkansas",0.0
2045,"St. francois, Missouri",0.0
2046,"St. helena, Louisiana",0.0
2047,"St. james, Louisiana",0.0
2048,"St. john the baptist parish, Louisiana",0.0
2049,"St. john the baptist, Louisiana",0.0
2050,"St. johns, Florida",0.0
2051,"St. joseph county, Indiana",0.0
2052,"St. joseph, Indiana",0.0
2053,"St. joseph, Michigan",0.0
2054,"St. landry, Louisiana",0.0
2055,"St. lawrence, New York",0.06493506493506493
2056,"St. louis city, Missouri",0.0
2057,"St. louis, Minnesota",0.0
2058,"St. louis, Missouri",0.0
2059,"St. lucie, Florida",0.0
2060,"St. martin parish, Louisiana",0.0
2061,"St. martin, Louisiana",0.0
2062,"St. mary parish, Louisiana",0.0
2063,"St. mary's county, Maryland",0.0
2064,"St. mary's, Maryland",0.0
2065,"St. mary, Louisiana",0.0
2066,"St. tammany parish, Louisiana",0.0
2067,"St. tammany, Louisiana",0.0
2068,"Stafford, Virginia",0.0
2069,"Stanislaus, California",0.0
2070,"Stanly, North Carolina",0.0
2071,"Stanton, Nebraska",0.0
2072,"Stark, Illinois",0.0
2073,"Stark, Ohio",0.0
2074,"Starke, Indiana",0.0
2075,"Starr, Texas",0.0
2076,"Staunton, Virginia",0.0
2077,"Ste. genevieve, Missouri",0.0
2078,"Stearns, Minnesota",0.0
2079,"Steele, Minnesota",0.0
2080,"Stephens, Oklahoma",0.0
2081,"Stephens, Texas",0.0
2082,"Stephenson, Illinois",0.0
2083,"Steuben, Indiana",0.0
2084,"Steuben, New York",0.0
2085,"Stevens, Minnesota",0.0
2086,"Stevens, Washington",0.0
2087,"Stillwater, Montana",0.0
2088,"Stoddard, Missouri",0.0
2089,"Stokes, North Carolina",0.0
2090,"Stone, Arkansas",0.0
2091,"Stone, Missouri",0.0
2092,"Stonewall, Texas",0.0
2093,"Storey, Nevada",0.0
2094,"Strafford, New Hampshire",0.0
2095,"Stutsman, North Dakota",0.0
2096,"Sublette, Wyoming",0.0
2097,"Suffolk city, Virginia",0.0
2098,"Suffolk, Massachusetts",0.0
2099,"Suffolk, Virginia",0.0
2100,"Sullivan, Indiana",0.0
2101,"Sullivan, Missouri",0.0
2102,"Sullivan, New Hampshire",0.0
2103,"Sullivan, New York",0.0
2104,"Sullivan, Pennsylvania",0.0
2105,"Summers, West Virginia",0.0
2106,"Summit, Ohio",0.0
2107,"Summit, Utah",0.0
2108,"Sumter, Alabama",0.0
2109,"Sumter, Florida",0.0
2110,"Sumter, South Carolina",0.0
2111,"Surry, North Carolina",0.0
2112,"Surry, Virginia",0.0
2113,"Susquehanna, Pennsylvania",0.0
2114,"Sussex, New Jersey",0.0
2115,"Sutter, California",0.0
2116,"Sutton, Texas",0.0
2117,"Suwannee, Florida",0.0
2118,"Swain, North Carolina",0.0
2119,"Sweet grass, Montana",0.0
2120,"Sweetwater county, Wyoming",0.0
2121,"Sweetwater, Wyoming",0.0
2122,"Swift county, Minnesota",0.0
2123,"Swift, Minnesota",0.0
2124,"Swisher, Texas",0.0
2125,"Switzerland, Indiana",0.0
2126,"Talbot, Maryland",0.0
2127,"Talladega, Alabama",0.0
2128,"Tallapoosa, Alabama",0.0
2129,"Taney, Missouri",0.0
2130,"Tangipahoa parish, Louisiana",0.0
2131,"Tangipahoa, Louisiana",0.0
2132,"Taos, New Mexico",0.0
2133,"Tarrant, Texas",0.0
2134,"Taylor, Florida",0.0
2135,"Taylor, Kentucky",0.0
2136,"Taylor, Texas",0.0
2137,"Taylor, West Virginia",0.0
2138,"Taylor, Wisconsin",0.0
2139,"Tazewell, Illinois",0.0
2140,"Tazewell, Virginia",0.0
2141,"Tensas, Louisiana",0.0
2142,"Terrebonne, Louisiana",0.0
2143,"Terry, Texas",0.0
2144,"Teton, Idaho",0.0
2145,"Teton, Montana",0.0
2146,"Teton, Wyoming",0.0
2147,"Texas, Missouri",0.0
2148,"Texas, Oklahoma",0.0
2149,"Thayer, Nebraska",0.0
2150,"Thomas, Nebraska",0.0
2151,"Throckmorton, Texas",0.0
2152,"Thurston, Nebraska",0.0
2153,"Thurston, Washington",0.0
2154,"Tillamook county, Oregon",0.0
2155,"Tillamook, Oregon",0.0
2156,"Tillman, Oklahoma",0.0
2157,"Tioga county, Pennsylvania",0.0
2158,"Tioga, New York",0.0
2159,"Tioga, Pennsylvania",0.0
2160,"Tippecanoe, Indiana",0.0
2161,"Tipton, Indiana",0.0
2162,"Titus, Texas",0.0
2163,"Todd, Kentucky",0.0
2164,"Todd, Minnesota",0.0
2165,"Todd, South Dakota",0.0
2166,"Tolland, Connecticut",0.0
2167,"Tom green, Texas",0.0
2168,"Tompkins, New York",0.0
2169,"Tooele, Utah",0.0
2170,"Toole, Montana",0.0
2171,"Torrance, New Mexico",0.0
2172,"Transylvania, North Carolina",0.0
2173,"Traverse, Minnesota",0.0
2174,"Travis, Texas",0.0
2175,"Treasure, Montana",0.0
2176,"Trempealeau, Wisconsin",0.0
2177,"Trigg, Kentucky",0.0
2178,"Trimble, Kentucky",0.0
2179,"Trinity, Texas",0.0
2180,"Tripp, South Dakota",0.0
2181,"Trumbull, Ohio",0.0
2182,"Tucker, West Virginia",0.0
2183,"Tulare, California",0.0
2184,"Turner, South Dakota",0.0
2185,"Tuscaloosa, Alabama",0.0
2186,"Tuscarawas, Ohio",0.0
2187,"Tuscola, Michigan",0.0
2188,"Twin falls, Idaho",0.0
2189,"Tyler, Texas",0.0
2190,"Tyler, West Virginia",0.0
2191,"Tyrrell, North Carolina",0.0
2192,"Uinta, Wyoming",0.0
2193,"Uintah, Utah",0.0
2194,"Ulster, New York",0.0
2195,"Umatilla, Oregon",0.0
2196,"Union county, Pennsylvania",0.0
2197,"Union parish, Louisiana",0.0
2198,"Union, Arkansas",0.0
2199,"Union, Florida",0.0
2200,"Union, Illinois",0.0
2201,"Union, Indiana",0.0
2202,"Union, Kentucky",0.0
2203,"Union, Louisiana",0.0
2204,"Union, New Mexico",0.0
2205,"Union, North Carolina",0.0
2206,"Union, Oregon",0.0
2207,"Union, Pennsylvania",0.0
2208,"Union, South Carolina",0.0
2209,"Union, South Dakota",0.0
2210,"Unknown, South Carolina",0.0
2211,"Upshur, Texas",0.0
2212,"Upshur, West Virginia",0.0
2213,"Utah, Utah",0.0
2214,"Uvalde, Texas",0.0
2215,"Val verde, Texas",0.0
2216,"Valencia, New Mexico",0.0
2217,"Valley, Idaho",0.0
2218,"Valley, Montana",0.0
2219,"Valley, Nebraska",0.0
2220,"Van buren, Arkansas",0.0
2221,"Van buren, Michigan",0.0
2222,"Van wert, Ohio",0.0
2223,"Van zandt, Texas",0.0
2224,"Vance, North Carolina",0.0
2225,"Vanderburgh, Indiana",0.0
2226,"Venango county, Pennsylvania",0.0
2227,"Venango, Pennsylvania",0.0
2228,"Ventura, California",0.0
2229,"Vermilion, Illinois",0.0
2230,"Vermilion, Louisiana",0.0
2231,"Vermillion county, Indiana",0.0
2232,"Vermillion, Indiana",0.0
2233,"Vernon, Louisiana",0.0
2234,"Vernon, Missouri",0.0
2235,"Vernon, Wisconsin",0.0
2236,"Victoria, Texas",0.0
2237,"Vigo, Indiana",0.0
2238,"Vilas, Wisconsin",0.0
2239,"Volusia, Florida",0.0
2240,"Wabash, Illinois",0.0
2241,"Wabash, Indiana",0.0
2242,"Wabasha, Minnesota",0.0
2243,"Wadena, Minnesota",0.0
2244,"Wake, North Carolina",0.0
2245,"Wakulla, Florida",0.0
2246,"Waldo, Maine",0.0
2247,"Walker, Alabama",0.0
2248,"Walker, Texas",0.0
2249,"Walla walla, Washington",0.0
2250,"Waller, Texas",0.0
2251,"Wallowa, Oregon",0.0
2252,"Walsh, North Dakota",0.0
2253,"Walton, Florida",0.0
2254,"Walworth, South Dakota",0.0
2255,"Walworth, Wisconsin",0.0
2256,"Ward, Texas",0.0
2257,"Warren county, Pennsylvania",0.0
2258,"Warren, Illinois",0.0
2259,"Warren, Indiana",0.0
2260,"Warren, Kentucky",0.0
2261,"Warren, Missouri",0.0
2262,"Warren, New Jersey",0.0
2263,"Warren, New York",0.0
2264,"Warren, North Carolina",0.0
2265,"Warren, Ohio",0.0
2266,"Warren, Pennsylvania",0.0
2267,"Warren, Virginia",0.0
2268,"Warrick, Indiana",0.0
2269,"Wasatch, Utah",0.0
2270,"Wasco, Oregon",0.0
2271,"Waseca, Minnesota",0.0
2272,"Washakie, Wyoming",0.0
2273,"Washburn, Wisconsin",0.0
2274,"Washington county, Rhode Island",0.0
2275,"Washington parish, Louisiana",0.0
2276,"Washington, Alabama",0.0
2277,"Washington, Arkansas",0.0
2278,"Washington, Florida",0.0
2279,"Washington, Idaho",0.0
2280,"Washington, Illinois",0.0
2281,"Washington, Indiana",0.0
2282,"Washington, Kentucky",0.0
2283,"Washington, Louisiana",0.0
2284,"Washington, Maine",0.0
2285,"Washington, Maryland",0.0
2286,"Washington, Minnesota",0.0
2287,"Washington, Missouri",0.0
2288,"Washington, Nebraska",0.0
2289,"Washington, New York",0.0
2290,"Washington, North Carolina",0.0
2291,"Washington, Ohio",0.0
2292,"Washington, Oklahoma",0.0
2293,"Washington, Oregon",0.0
2294,"Washington, Pennsylvania",0.0
2295,"Washington, Rhode Island",0.0
2296,"Washington, Texas",0.0
2297,"Washington, Utah",0.0
2298,"Washington, Vermont",0.0
2299,"Washington, Virginia",0.0
2300,"Washington, Wisconsin",0.0
2301,"Washita, Oklahoma",0.0
2302,"Washoe, Nevada",0.0
2303,"Washtenaw, Michigan",0.0
2304,"Watauga, North Carolina",0.0
2305,"Watonwan, Minnesota",0.0
2306,"Waukesha, Wisconsin",0.0
2307,"Waupaca, Wisconsin",0.0
2308,"Waushara, Wisconsin",0.0
2309,"Wayne, Illinois",0.0
2310,"Wayne, Indiana",0.0
2311,"Wayne, Kentucky",0.0
2312,"Wayne, Michigan",0.0
2313,"Wayne, Missouri",0.0
2314,"Wayne, Nebraska",0.0
2315,"Wayne, New York",3.4482758620689653
2316,"Wayne, North Carolina",0.0
2317,"Wayne, Ohio",0.0
2318,"Wayne, Pennsylvania",0.0
2319,"Wayne, Utah",0.0
2320,"Wayne, West Virginia",0.0
2321,"Waynesboro city, Virginia",0.0
2322,"Webb county, Texas",0.0
2323,"Webb, Texas",0.0
2324,"Weber, Utah",0.0
2325,"Webster, Kentucky",0.0
2326,"Webster, Louisiana",0.0
2327,"Webster, Missouri",0.0
2328,"Webster, Nebraska",0.0
