,county,"2,4-D"
1551,"Merrimack, New Hampshire",0.0
1552,"Miami, Indiana",0.0
1553,"Miami, Ohio",0.0
1554,"Miami-dade, Florida",0.0
1555,"Middlesex, Connecticut",0.0
1556,"Middlesex, Massachusetts",0.0
1557,"Middlesex, New Jersey",0.17058823529411765
1558,"Midland, Michigan",0.0
1559,"Midland, Texas",0.0
1560,"Mifflin county, Pennsylvania",0.0
1561,"Mifflin, Pennsylvania",0.0
1562,"Milam, Texas",0.0
1563,"Millard, Utah",0.0
1564,"Mille lacs county, Minnesota",0.0
1565,"Mille lacs, Minnesota",0.0
1566,"Miller, Arkansas",0.0
1567,"Miller, Missouri",0.0
1568,"Mills, Iowa",0.0
1569,"Mills, Texas",0.0
1570,"Milwaukee, Wisconsin",0.0
1571,"Miner, South Dakota",0.0
1572,"Mineral, Montana",0.0
1573,"Mineral, Nevada",0.0
1574,"Mineral, West Virginia",0.0
1575,"Mingo, West Virginia",0.0
1576,"Minidoka, Idaho",0.0
1577,"Minnehaha, South Dakota",0.0
1578,"Missaukee, Michigan",0.0
1579,"Mississippi, Arkansas",0.0
1580,"Mississippi, Missouri",0.0
1581,"Missoula, Montana",0.0
1582,"Mitchell, Iowa",0.0
1583,"Mitchell, North Carolina",0.0
1584,"Mitchell, Texas",0.0
1585,"Mobile, Alabama",0.0
1586,"Modoc, California",0.0
1587,"Mohave, Arizona",0.0
1588,"Moniteau, Missouri",0.0
1589,"Monmouth, New Jersey",0.07
1590,"Mono, California",0.0
1591,"Monona, Iowa",0.0
1592,"Monongalia, West Virginia",0.0
1593,"Monroe county, Pennsylvania",0.0
1594,"Monroe, Alabama",0.0
1595,"Monroe, Arkansas",0.0
1596,"Monroe, Florida",0.0
1597,"Monroe, Illinois",0.0
1598,"Monroe, Indiana",0.0
1599,"Monroe, Kentucky",0.0
1600,"Monroe, Michigan",0.0
1601,"Monroe, Missouri",0.0
1602,"Monroe, New York",0.0
1603,"Monroe, Ohio",0.0
1604,"Monroe, Pennsylvania",0.0
1605,"Monroe, West Virginia",0.0
1606,"Monroe, Wisconsin",0.0
1607,"Montague, Texas",0.0
1608,"Montcalm, Michigan",0.0
1609,"Monterey, California",0.0
1610,"Montgomery county, Pennsylvania",0.0
1611,"Montgomery, Alabama",0.0
1612,"Montgomery, Arkansas",0.0
1613,"Montgomery, Illinois",0.0
1614,"Montgomery, Indiana",0.0
1615,"Montgomery, Iowa",0.0
1616,"Montgomery, Kentucky",0.0
1617,"Montgomery, Maryland",0.0020714285714285717
1618,"Montgomery, Missouri",0.0
1619,"Montgomery, New York",0.0
1620,"Montgomery, North Carolina",0.0
1621,"Montgomery, Ohio",0.0
1622,"Montgomery, Pennsylvania",0.0
1623,"Montgomery, Texas",0.0009090909090909091
1624,"Montgomery, Virginia",0.0
1625,"Montmorency, Michigan",0.0
1626,"Montour, Pennsylvania",0.0
1627,"Moody, South Dakota",0.0
1628,"Moore, North Carolina",0.0
1629,"Moore, Texas",0.0
1630,"Mora, New Mexico",0.0
1631,"Morehouse, Louisiana",0.0
1632,"Morgan, Alabama",0.0
1633,"Morgan, Illinois",0.0
1634,"Morgan, Indiana",0.0
1635,"Morgan, Kentucky",0.0
1636,"Morgan, Missouri",0.0
1637,"Morgan, Utah",0.0
1638,"Morgan, West Virginia",0.0
1639,"Morrill, Nebraska",0.0
1640,"Morris, New Jersey",0.0
1641,"Morrison, Minnesota",0.0
1642,"Morrow, Ohio",0.0
1643,"Morrow, Oregon",0.0
1644,"Morton, North Dakota",0.0
1645,"Moultrie, Illinois",0.0
1646,"Mountrail, North Dakota",0.0
1647,"Mower, Minnesota",0.0
1648,"Muhlenberg, Kentucky",0.0
1649,"Multnomah county, Oregon",0.0
1650,"Multnomah, Oregon",0.0
1651,"Murray, Minnesota",0.0
1652,"Murray, Oklahoma",0.0
1653,"Muscatine, Iowa",0.0
1654,"Muskegon, Michigan",0.0
1655,"Muskingum, Ohio",0.0
1656,"Musselshell, Montana",0.0
1657,"Nacogdoches, Texas",0.0
1658,"Nance, Nebraska",0.0
1659,"Nantucket, Massachusetts",0.0
1660,"Napa, California",0.0
1661,"Nash, North Carolina",0.0
1662,"Nassau, Florida",0.0
1663,"Nassau, New York",0.0
1664,"Natchitoches, Louisiana",0.0
1665,"Natrona, Wyoming",0.0
1666,"Navajo, Arizona",0.0
1667,"Navarro, Texas",0.0
1668,"Nelson, Kentucky",0.0
1669,"Nelson, North Dakota",0.0
1670,"Nelson, Virginia",0.0
1671,"Nemaha, Nebraska",0.0
1672,"Nevada county, Arkansas",0.0
1673,"Nevada, Arkansas",0.0
1674,"Nevada, California",0.0
1675,"New hanover, North Carolina",0.0
1676,"New haven, Connecticut",0.005123595505617978
1677,"New london, Connecticut",0.0
1678,"New madrid, Missouri",0.0
1679,"Newaygo, Michigan",0.0
1680,"Newberry, South Carolina",0.0
1681,"Newport, Rhode Island",0.0
1682,"Newton county, Arkansas",0.0
1683,"Newton, Arkansas",0.0
1684,"Newton, Indiana",0.0
1685,"Newton, Missouri",0.0
1686,"Newton, Texas",0.0
1687,"Nez perce, Idaho",0.0
1688,"Niagara, New York",0.0
1689,"Nicholas, Kentucky",0.0
1690,"Nicholas, West Virginia",0.0
1691,"Nicollet, Minnesota",0.0
1692,"Niobrara, Wyoming",0.0
1693,"Noble, Indiana",0.0
1694,"Nobles, Minnesota",0.0
1695,"Nodaway, Missouri",0.0
1696,"Nolan, Texas",0.0
1697,"Norfolk, Massachusetts",0.0
1698,"Norfolk, Virginia",0.0
1699,"North slope, Alaska",0.0
1700,"Northampton county, Pennsylvania",0.0
1701,"Northampton, North Carolina",0.0
1702,"Northampton, Pennsylvania",0.0
1703,"Northampton, Virginia",0.0
1704,"Northumberland, Pennsylvania",0.0
1705,"Northumberland, Virginia",0.0
1706,"Nottoway, Virginia",0.0
1707,"Nowata, Oklahoma",0.0
1708,"Nuckolls, Nebraska",0.0
1709,"Nueces, Texas",0.0
1710,"Nye, Nevada",0.0
1711,"O'brien, Iowa",0.0
1712,"Oakland, Michigan",0.0
1713,"Obrien, Iowa",0.0
1714,"Ocean, New Jersey",0.0
1715,"Oceana, Michigan",0.0
1716,"Ochiltree, Texas",0.0
1717,"Oconee, South Carolina",0.0
1718,"Oconto, Wisconsin",0.0
1719,"Ogemaw, Michigan",0.0
1720,"Ogle, Illinois",0.0
1721,"Ohio, Indiana",0.0
1722,"Ohio, Kentucky",0.010909090909090908
1723,"Ohio, West Virginia",0.0
1724,"Okaloosa county, Florida",0.0
1725,"Okaloosa, Florida",0.020472906403940887
1726,"Okanogan, Washington",0.0
1727,"Okeechobee, Florida",0.0
1728,"Oklahoma, Oklahoma",0.0
1729,"Okmulgee, Oklahoma",0.0
1730,"Oldham, Kentucky",0.0
1731,"Oldham, Texas",0.0
1732,"Olmsted, Minnesota",0.0
1733,"Oneida, Idaho",0.0
1734,"Oneida, New York",0.0
1735,"Oneida, Wisconsin",0.0
1736,"Onondaga, New York",0.0
1737,"Onslow, North Carolina",0.0
1738,"Ontario, New York",0.0
1739,"Ontonagon, Michigan",0.0
1740,"Orange, California",0.0
1741,"Orange, Florida",0.003937007874015748
1742,"Orange, New York",0.00025540275049115913
1743,"Orange, North Carolina",0.0
1744,"Orange, Texas",0.0
1745,"Orange, Vermont",0.0
1746,"Orange, Virginia",0.0
1747,"Orangeburg, South Carolina",0.0
1748,"Oregon, Missouri",0.0
1749,"Orleans, Louisiana",0.0
1750,"Orleans, New York",0.0
1751,"Orleans, Vermont",0.0
1752,"Osage, Missouri",0.0
1753,"Osage, Oklahoma",0.0
1754,"Osceola, Florida",0.006463414634146342
1755,"Osceola, Iowa",0.0
1756,"Osceola, Michigan",0.0
1757,"Oscoda, Michigan",0.0
1758,"Oswego, New York",0.0
1759,"Otero county, New Mexico",0.0
1760,"Otero, New Mexico",0.0069897959183673475
1761,"Otoe, Nebraska",0.0
1762,"Otsego, Michigan",0.0
1763,"Otsego, New York",0.0
1764,"Ottawa, Michigan",0.0
1765,"Ottawa, Oklahoma",0.0
1766,"Otter tail, Minnesota",0.0
1767,"Ouachita, Arkansas",0.0
1768,"Ouachita, Louisiana",0.0
1769,"Outagamie, Wisconsin",0.0
1770,"Owen, Indiana",0.0
1771,"Owen, Kentucky",0.041666666666666664
1772,"Owsley, Kentucky",0.0
1773,"Owyhee, Idaho",0.0
1774,"Oxford, Maine",0.0
1775,"Ozark, Missouri",0.0
1776,"Ozaukee, Wisconsin",0.0
1777,"Pacific, Washington",0.0
1778,"Page, Iowa",0.0
1779,"Page, Virginia",0.0
1780,"Palm beach, Florida",0.0
1781,"Palo alto, Iowa",0.0
1782,"Palo pinto, Texas",0.0
1783,"Pamlico, North Carolina",0.0
1784,"Panola, Texas",0.0
1785,"Park, Montana",0.0
1786,"Park, Wyoming",0.0
1787,"Parke, Indiana",0.0
1788,"Parker, Texas",0.0
1789,"Parmer, Texas",0.0
1790,"Pasco county, Florida",0.0
1791,"Pasco, Florida",0.0
1792,"Pasquotank, North Carolina",0.0
1793,"Passaic, New Jersey",0.08125
1794,"Patrick, Virginia",0.0
1795,"Pawnee, Nebraska",0.0
1796,"Pawnee, Oklahoma",0.0
1797,"Payette, Idaho",0.0
1798,"Payne, Oklahoma",0.0
1799,"Pecos, Texas",0.0
1800,"Pembina, North Dakota",0.0
1801,"Pemiscot, Missouri",0.0
1802,"Pend oreille, Washington",0.0
1803,"Pender, North Carolina",0.007207207207207207
1804,"Pendleton, Kentucky",0.0
1805,"Pendleton, West Virginia",0.0
1806,"Pennington, Minnesota",0.0
1807,"Pennington, South Dakota",0.0
1808,"Penobscot, Maine",0.0
1809,"Peoria, Illinois",0.0
1810,"Pepin, Wisconsin",0.0
1811,"Perkins, Nebraska",0.0
1812,"Perquimans, North Carolina",0.0
1813,"Perry county, Pennsylvania",0.0
1814,"Perry, Alabama",0.0
1815,"Perry, Arkansas",0.0
1816,"Perry, Illinois",0.0
1817,"Perry, Indiana",0.0
1818,"Perry, Kentucky",0.0
1819,"Perry, Missouri",0.0
1820,"Perry, Pennsylvania",0.0
1821,"Pershing, Nevada",0.0
1822,"Person, North Carolina",0.0
1823,"Petroleum, Montana",0.0
1824,"Pettis, Missouri",0.0
1825,"Phelps, Missouri",0.0
1826,"Phelps, Nebraska",0.0
1827,"Philadelphia, Pennsylvania",0.0
1828,"Phillips, Arkansas",0.0
1829,"Phillips, Montana",0.0095
1830,"Piatt, Illinois",0.0
1831,"Pickaway, Ohio",0.0
1832,"Pickens, Alabama",0.0
1833,"Pickens, South Carolina",0.0
1834,"Pierce county, Washington",0.0
1835,"Pierce, Nebraska",0.0
1836,"Pierce, North Dakota",0.0
1837,"Pierce, Washington",0.0
1838,"Pierce, Wisconsin",0.0
1839,"Pike, Alabama",0.0
1840,"Pike, Arkansas",0.0
1841,"Pike, Illinois",0.0
1842,"Pike, Indiana",0.0
1843,"Pike, Kentucky",0.0
1844,"Pike, Missouri",0.0
1845,"Pike, Ohio",0.0
1846,"Pike, Pennsylvania",0.0
1847,"Pima, Arizona",0.00015698587127158556
1848,"Pinal, Arizona",0.0
1849,"Pine, Minnesota",0.0
1850,"Pinellas, Florida",0.0
1851,"Pipestone, Minnesota",0.0
1852,"Piscataquis, Maine",0.0
1853,"Pitt, North Carolina",0.0006735751295336787
1854,"Pittsburg, Oklahoma",0.0
1855,"Pittsylvania, Virginia",0.0
1856,"Piute, Utah",0.0
1857,"Placer, California",0.0
1858,"Plaquemines, Louisiana",0.0
1859,"Platte, Missouri",0.0
1860,"Platte, Nebraska",0.0
1861,"Platte, Wyoming",0.0
1862,"Pleasants, West Virginia",0.0
1863,"Plymouth, Iowa",0.0
1864,"Plymouth, Massachusetts",0.0
1865,"Pocahontas, Iowa",0.0
1866,"Pocahontas, West Virginia",0.0
1867,"Poinsett, Arkansas",0.0
1868,"Pointe coupee parish, Louisiana",0.0
1869,"Pointe coupee, Louisiana",0.0
1870,"Polk, Arkansas",0.0
1871,"Polk, Florida",0.0
1872,"Polk, Iowa",0.0
1873,"Polk, Minnesota",0.0
1874,"Polk, Missouri",0.0
1875,"Polk, Nebraska",0.0
1876,"Polk, North Carolina",0.0
1877,"Polk, Oregon",0.0
1878,"Polk, Texas",0.0
1879,"Polk, Wisconsin",0.0
1880,"Pondera, Montana",0.0
1881,"Pontotoc, Oklahoma",0.0
1882,"Pope, Arkansas",0.0
1883,"Pope, Illinois",0.0
1884,"Pope, Minnesota",0.0
1885,"Portage county, Wisconsin",0.0
1886,"Portage, Wisconsin",0.0
1887,"Porter, Indiana",0.0
1888,"Portsmouth, Virginia",0.0
1889,"Posey, Indiana",0.0
1890,"Pottawatomie, Oklahoma",0.0
1891,"Pottawattamie, Iowa",0.0
1892,"Potter, Pennsylvania",0.0
1893,"Potter, Texas",0.0
1894,"Powder river, Montana",0.0
1895,"Powell, Kentucky",0.0
1896,"Powell, Montana",0.0
1897,"Power, Idaho",0.0
1898,"Poweshiek, Iowa",0.0
1899,"Prairie, Arkansas",0.0
1900,"Prairie, Montana",0.0
1901,"Preble, Ohio",0.0
1902,"Presidio, Texas",0.0
1903,"Presque isle, Michigan",0.0
1904,"Preston, West Virginia",0.0
1905,"Price, Wisconsin",0.0
1906,"Prince george's, Maryland",0.0
1907,"Prince george, Virginia",0.0
1908,"Prince georges, Maryland",0.0
1909,"Prince william, Virginia",0.0
1910,"Providence, Rhode Island",0.0
1911,"Pulaski, Arkansas",0.0
1912,"Pulaski, Illinois",0.0
1913,"Pulaski, Indiana",0.0
1914,"Pulaski, Kentucky",0.0
1915,"Pulaski, Missouri",0.0
1916,"Pulaski, Virginia",0.0
1917,"Putnam county, Indiana",0.0
1918,"Putnam, Florida",0.0
1919,"Putnam, Illinois",0.0
1920,"Putnam, Indiana",0.0
1921,"Putnam, Missouri",0.0
1922,"Putnam, New York",0.0058823529411764705
1923,"Putnam, Tennessee",0.0
1924,"Putnam, West Virginia",0.0
1925,"Quay, New Mexico",0.0
1926,"Queen anne's, Maryland",0.0062499999999999995
1927,"Racine, Wisconsin",0.0
1928,"Radford, Virginia",0.0
1929,"Rains, Texas",0.0
1930,"Raleigh, West Virginia",0.0
1931,"Ramsey, Minnesota",0.0
1932,"Ramsey, North Dakota",0.0
1933,"Randall, Texas",0.0
1934,"Randolph, Alabama",0.0
1935,"Randolph, Arkansas",0.0
1936,"Randolph, Illinois",0.0
1937,"Randolph, Indiana",0.0
1938,"Randolph, Missouri",0.0
1939,"Randolph, North Carolina",0.0
1940,"Randolph, West Virginia",0.0
1941,"Ransom, North Dakota",0.0
1942,"Rapides, Louisiana",0.0
1943,"Ravalli, Montana",0.0
1944,"Ray, Missouri",0.0
1945,"Real, Texas",0.0
1946,"Red lake, Minnesota",0.0
1947,"Red river, Louisiana",0.0
1948,"Red river, Texas",0.0
1949,"Red willow, Nebraska",0.0
1950,"Redwood, Minnesota",0.0
1951,"Reeves, Texas",0.0
1952,"Refugio, Texas",0.0
1953,"Rensselaer, New York",0.0
1954,"Renville, Minnesota",0.0
1955,"Reynolds, Missouri",0.0
1956,"Rice, Minnesota",0.0
1957,"Rich, Utah",0.0
1958,"Richardson, Nebraska",0.0
1959,"Richland, Illinois",0.0
1960,"Richland, Louisiana",0.0
1961,"Richland, Montana",0.0
1962,"Richland, North Dakota",0.0
1963,"Richland, Ohio",0.0
1964,"Richland, South Carolina",0.0
1965,"Richland, Wisconsin",0.0
1966,"Richmond, North Carolina",0.09192307692307693
1967,"Richmond, Virginia",0.0
1968,"Rio arriba, New Mexico",0.0
1969,"Ripley, Indiana",0.0
1970,"Ripley, Missouri",0.0
1971,"Ritchie, West Virginia",0.0
1972,"Riverside, California",0.0
1973,"Roane, West Virginia",0.0
1974,"Roanoke, Virginia",0.0
1975,"Roberts, South Dakota",0.0
1976,"Robertson, Texas",0.0
1977,"Robeson, North Carolina",0.0
1978,"Rock island, Illinois",0.0
1979,"Rock, Minnesota",0.0
1980,"Rock, Nebraska",0.0
1981,"Rock, Wisconsin",0.0
1982,"Rockbridge, Virginia",0.0
1983,"Rockcastle, Kentucky",0.0
1984,"Rockingham, New Hampshire",0.0
1985,"Rockingham, North Carolina",0.0
1986,"Rockingham, Virginia",0.0
1987,"Rockland, New York",0.0
1988,"Roger mills, Oklahoma",0.0
1989,"Rogers, Oklahoma",0.0
1990,"Rolette, North Dakota",4.648
1991,"Roosevelt, Montana",0.0
1992,"Roosevelt, New Mexico",0.0
1993,"Roscommon, Michigan",0.0
1994,"Roseau, Minnesota",0.0
1995,"Rosebud, Montana",0.0
1996,"Ross, Ohio",0.0
1997,"Rowan county, North Carolina",0.0
1998,"Rowan, Kentucky",0.0
1999,"Rowan, North Carolina",0.0
2000,"Runnels, Texas",0.0
2001,"Rush, Indiana",0.0
2002,"Rusk, Texas",0.0
2003,"Rusk, Wisconsin",0.0
2004,"Russell, Alabama",0.0
2005,"Russell, Kentucky",0.0
2006,"Russell, Virginia",0.0
2007,"Rutherford, North Carolina",0.0
2008,"Rutland, Vermont",0.0
2009,"Sabine, Louisiana",0.0015625
2010,"Sabine, Texas",0.0
2011,"Sac, Iowa",0.0
2012,"Sacramento county, California",0.0
2013,"Sacramento, California",0.0004322766570605187
2014,"Sagadahoc, Maine",0.0
2015,"Saginaw, Michigan",0.0
2016,"Saint bernard, Louisiana",0.1
2017,"Saint charles, Missouri",0.0
2018,"Saint clair, Michigan",0.0
2019,"Saint francois, Missouri",0.0
2020,"Saint james, Louisiana",0.0
2021,"Saint joseph, Michigan",0.0
2022,"Saint landry, Louisiana",0.0
2023,"Saint lawrence, New York",0.0
2024,"Saint louis, Minnesota",0.0
2025,"Saint louis, Missouri",0.0
2026,"Saint marys, Maryland",0.0
2027,"Saint tammany, Louisiana",0.0
2028,"Salem, New Jersey",0.0
2029,"Salem, Virginia",0.0
2030,"Saline county, Arkansas",0.0
2031,"Saline, Arkansas",0.0
2032,"Saline, Illinois",0.0
2033,"Saline, Missouri",0.0
2034,"Saline, Nebraska",0.0
2035,"Salt lake, Utah",0.0
2036,"Saluda, South Carolina",0.0
2037,"Sampson, North Carolina",0.0
2038,"San augustine, Texas",0.0
2039,"San benito, California",0.0
2040,"San bernardino county, California",0.0
2041,"San bernardino, California",0.0
2042,"San diego county, California",0.0
2043,"San diego, California",0.0034934497816593887
2044,"San francisco, California",0.0
2045,"San jacinto, Texas",0.0
2046,"San joaquin, California",0.0
2047,"San juan, New Mexico",0.0
2048,"San juan, Utah",0.0
2049,"San juan, Washington",0.0
2050,"San luis obispo, California",0.0
2051,"San mateo, California",0.0
2052,"San miguel, New Mexico",0.0
2053,"San patricio, Texas",0.0
2054,"San saba, Texas",0.0
2055,"Sanborn, South Dakota",0.0
2056,"Sanders, Montana",0.0
2057,"Sandoval, New Mexico",0.0
2058,"Sandusky, Ohio",0.0
2059,"Sangamon, Illinois",0.0
2060,"Sanilac, Michigan",0.0
2061,"Sanpete, Utah",0.0
2062,"Santa barbara, California",0.0
2063,"Santa clara, California",0.0
2064,"Santa cruz, Arizona",0.0
2065,"Santa cruz, California",0.0
2066,"Santa fe, New Mexico",0.0
2067,"Santa rosa county, Florida",0.0
2068,"Santa rosa, Florida",0.0
2069,"Sarasota, Florida",0.014368932038834952
2070,"Saratoga, New York",0.0
2071,"Sargent, North Dakota",0.0
2072,"Sarpy, Nebraska",0.0
2073,"Sauk, Wisconsin",0.0
2074,"Saunders, Nebraska",0.03225806451612903
2075,"Sawyer, Wisconsin",0.0
2076,"Schenectady, New York",0.0
2077,"Schoharie, New York",0.0
2078,"Schoolcraft, Michigan",0.0
2079,"Schuyler, Illinois",0.0
2080,"Schuyler, New York",0.0
2081,"Schuylkill, Pennsylvania",0.0
2082,"Scotland, Missouri",0.0
2083,"Scotland, North Carolina",0.0
2084,"Scott, Arkansas",0.0
2085,"Scott, Illinois",0.0
2086,"Scott, Indiana",0.0
2087,"Scott, Iowa",0.0
2088,"Scott, Kentucky",0.0
2089,"Scott, Minnesota",0.0
2090,"Scott, Missouri",0.0
2091,"Scott, Virginia",0.0
2092,"Scotts bluff, Nebraska",0.0
2093,"Searcy, Arkansas",0.0
2094,"Sebastian, Arkansas",0.0
2095,"Seminole county, Florida",0.0
2096,"Seminole, Florida",0.0
2097,"Seneca, New York",0.0
2098,"Seneca, Ohio",0.014285714285714287
2099,"Sevier, Arkansas",0.0
2100,"Sevier, Utah",0.0
2101,"Seward, Nebraska",0.0
2102,"Shackelford, Texas",0.0
2103,"Shannon, Missouri",0.0
2104,"Shannon, South Dakota",0.0
2105,"Sharp county, Arkansas",0.0
2106,"Sharp, Arkansas",0.0
2107,"Shasta, California",0.0
2108,"Shawano, Wisconsin",0.0
2109,"Sheboygan, Wisconsin",0.0
2110,"Shelby, Alabama",0.0
2111,"Shelby, Illinois",0.0
2112,"Shelby, Indiana",0.0
2113,"Shelby, Iowa",0.0
2114,"Shelby, Kentucky",0.0
2115,"Shelby, Missouri",0.0
2116,"Shelby, Ohio",0.0
2117,"Shelby, Tennessee",0.0
2118,"Shelby, Texas",0.0
2119,"Shenandoah, Virginia",0.0
2120,"Sherburne, Minnesota",0.0
2121,"Sheridan, Montana",0.0
2122,"Sheridan, Nebraska",0.0
2123,"Sheridan, North Dakota",0.0
2124,"Sheridan, Wyoming",0.0
2125,"Sherman, Nebraska",0.0
2126,"Sherman, Oregon",0.0
2127,"Shiawassee, Michigan",0.0
2128,"Shoshone, Idaho",0.0
2129,"Sibley, Minnesota",0.0
2130,"Sierra, New Mexico",0.02238095238095238
2131,"Silver bow, Montana",0.0
2132,"Silverbow, Montana",0.0
2133,"Simpson, Kentucky",0.0
2134,"Sioux, Iowa",0.0
2135,"Sioux, Nebraska",0.0
2136,"Sioux, North Dakota",0.0
2137,"Skagit, Washington",0.0
2138,"Skamania, Washington",0.0
2139,"Slope, North Dakota",0.0
2140,"Smith, Texas",0.17088607594936708
2141,"Smyth, Virginia",0.0
2142,"Snohomish, Washington",0.0
2143,"Snyder county, Pennsylvania",0.0
2144,"Snyder, Pennsylvania",0.0
2145,"Socorro, New Mexico",0.0
2146,"Solano, California",0.0
2147,"Somerset county, Pennsylvania",0.0
2148,"Somerset, Maine",0.0
2149,"Somerset, Maryland",0.0
2150,"Somerset, New Jersey",0.0
2151,"Somerset, Pennsylvania",0.0
2152,"Somervell, Texas",0.0
2153,"Sonoma, California",0.0
2154,"Southampton, Virginia",0.0
2155,"Southeast fairbanks, Alaska",0.0
2156,"Spartanburg, South Carolina",0.015
2157,"Spencer, Indiana",0.0
2158,"Spink county, South Dakota",0.0
2159,"Spokane, Washington",0.0
2160,"Spotsylvania, Virginia",0.0
2161,"St clair, Alabama",0.0
2162,"St helena, Louisiana",0.0
2163,"St joseph, Indiana",0.0
2164,"St landry, Louisiana",0.0
2165,"St lawrence, New York",0.0
2166,"St louis, Missouri",0.0
2167,"St mary's, Maryland",0.06307692307692309
2168,"St tammany, Louisiana",0.0
2169,"St. bernard, Louisiana",0.0
2170,"St. charles, Louisiana",0.0
2171,"St. charles, Missouri",0.0
2172,"St. clair county, Missouri",0.0
2173,"St. clair, Alabama",0.0
2174,"St. clair, Illinois",0.0
2175,"St. clair, Michigan",0.0
2176,"St. clair, Missouri",0.0
2177,"St. croix, Wisconsin",0.0
2178,"St. francis, Arkansas",0.0
2179,"St. francois, Missouri",0.0
2180,"St. helena, Louisiana",0.0
2181,"St. james, Louisiana",0.0
2182,"St. john the baptist parish, Louisiana",0.0
2183,"St. john the baptist, Louisiana",0.0
2184,"St. johns, Florida",0.0
2185,"St. joseph county, Indiana",0.0
2186,"St. joseph, Indiana",0.001098901098901099
2187,"St. joseph, Michigan",0.0
2188,"St. landry, Louisiana",0.0
2189,"St. lawrence, New York",0.0
2190,"St. louis city, Missouri",0.0
2191,"St. louis, Minnesota",0.0
2192,"St. louis, Missouri",0.0
2193,"St. lucie, Florida",0.0
2194,"St. martin parish, Louisiana",0.0
2195,"St. martin, Louisiana",0.0
2196,"St. mary parish, Louisiana",0.0
2197,"St. mary's county, Maryland",0.0
2198,"St. mary's, Maryland",0.0029166666666666664
2199,"St. mary, Louisiana",0.0
2200,"St. tammany parish, Louisiana",0.0
2201,"St. tammany, Louisiana",0.0
2202,"Stafford, Virginia",0.0
2203,"Stanislaus, California",0.0
2204,"Stanly, North Carolina",0.0
2205,"Stanton, Nebraska",0.0
2206,"Stark, Illinois",0.0
2207,"Stark, North Dakota",0.0
2208,"Stark, Ohio",0.0
2209,"Starke, Indiana",0.0
2210,"Starr, Texas",0.0
2211,"Staunton, Virginia",0.0
2212,"Ste. genevieve, Missouri",0.0
2213,"Stearns, Minnesota",0.0
2214,"Steele, Minnesota",0.0
2215,"Stephens, Texas",0.0
2216,"Stephenson, Illinois",0.0
2217,"Steuben, Indiana",0.0
2218,"Steuben, New York",0.0
2219,"Stevens, Minnesota",0.0
2220,"Stevens, Washington",0.0
2221,"Stillwater, Montana",0.0
2222,"Stoddard, Missouri",0.0
2223,"Stokes, North Carolina",0.0
2224,"Stone, Arkansas",0.0
2225,"Stone, Missouri",0.0
2226,"Stonewall, Texas",0.0
2227,"Storey, Nevada",0.0
2228,"Story, Iowa",0.0
2229,"Strafford, New Hampshire",0.0
2230,"Stutsman, North Dakota",0.0
2231,"Sublette, Wyoming",0.0
2232,"Suffolk city, Virginia",0.0
2233,"Suffolk, Massachusetts",0.0
2234,"Suffolk, Virginia",0.0
2235,"Sullivan, Indiana",0.0
2236,"Sullivan, Missouri",0.0
2237,"Sullivan, New Hampshire",0.0
2238,"Sullivan, New York",0.0
2239,"Sullivan, Pennsylvania",0.0
2240,"Summers, West Virginia",0.0
2241,"Summit, Ohio",0.0
2242,"Summit, Utah",0.0
2243,"Sumter, Alabama",0.0
2244,"Sumter, Florida",0.0
2245,"Sumter, South Carolina",0.0
2246,"Surry, North Carolina",0.001130952380952381
2247,"Surry, Virginia",0.0
2248,"Susquehanna, Pennsylvania",0.0
2249,"Sussex, New Jersey",0.0
2250,"Sutter, California",0.0
2251,"Sutton, Texas",0.0
2252,"Suwannee, Florida",0.0
2253,"Swain, North Carolina",0.0
2254,"Sweet grass, Montana",0.0
2255,"Sweetwater county, Wyoming",0.0
2256,"Sweetwater, Wyoming",0.0
2257,"Swift county, Minnesota",0.0
2258,"Swift, Minnesota",0.0
2259,"Swisher, Texas",0.0
2260,"Switzerland, Indiana",0.0
2261,"Talbot, Maryland",0.00736842105263158
2262,"Talladega, Alabama",0.005132743362831858
2263,"Tallapoosa, Alabama",0.0
2264,"Tama, Iowa",0.0
2265,"Taney, Missouri",0.0
2266,"Tangipahoa parish, Louisiana",0.0
2267,"Tangipahoa, Louisiana",0.0
2268,"Taos, New Mexico",0.0
2269,"Tarrant, Texas",0.0
2270,"Taylor, Florida",0.0
2271,"Taylor, Kentucky",0.0
2272,"Taylor, Texas",0.0
2273,"Taylor, West Virginia",0.0
2274,"Taylor, Wisconsin",0.0
2275,"Tazewell, Illinois",0.0
2276,"Tazewell, Virginia",0.0
2277,"Tensas, Louisiana",0.0
2278,"Terrebonne, Louisiana",0.0
2279,"Terry, Texas",0.0
2280,"Teton, Idaho",0.0
2281,"Teton, Montana",0.0
2282,"Teton, Wyoming",0.0
2283,"Texas, Missouri",0.0
2284,"Texas, Oklahoma",0.0
2285,"Thayer, Nebraska",0.0
2286,"Thomas, Nebraska",0.0
2287,"Throckmorton, Texas",0.0
2288,"Thurston, Nebraska",0.0
2289,"Thurston, Washington",0.0
2290,"Tillamook county, Oregon",0.0
2291,"Tillamook, Oregon",0.0
2292,"Tillman, Oklahoma",0.0
2293,"Tioga county, Pennsylvania",0.0
2294,"Tioga, New York",0.0
2295,"Tioga, Pennsylvania",0.0
2296,"Tippecanoe, Indiana",0.0
2297,"Tipton, Indiana",0.0
