,county,"1,2-Dibromo-3-Chloropropane"
1549,"Newberry, South Carolina",0.0
1550,"Newport, Rhode Island",0.0
1551,"Newton county, Arkansas",0.0
1552,"Newton, Arkansas",0.0
1553,"Newton, Indiana",0.0
1554,"Newton, Missouri",0.0
1555,"Newton, Texas",0.0
1556,"Nez perce, Idaho",0.0
1557,"Nicholas, Kentucky",0.0
1558,"Nicholas, West Virginia",0.0
1559,"Nicollet, Minnesota",0.0
1560,"Niobrara, Wyoming",0.0
1561,"Noble, Indiana",0.0
1562,"Nobles, Minnesota",0.0
1563,"Nodaway, Missouri",0.0
1564,"Nolan, Texas",0.0
1565,"Norfolk, Massachusetts",0.0
1566,"Norfolk, Virginia",0.0
1567,"Norman, Minnesota",0.0
1568,"North slope, Alaska",0.0
1569,"Northampton county, Pennsylvania",0.0
1570,"Northampton, North Carolina",0.0
1571,"Northampton, Pennsylvania",0.0
1572,"Northampton, Virginia",0.0
1573,"Northumberland, Pennsylvania",0.0
1574,"Northumberland, Virginia",0.0
1575,"Norton, Kansas",0.0
1576,"Norton, Virginia",0.0
1577,"Nottoway, Virginia",0.0
1578,"Nowata, Oklahoma",0.0
1579,"Nuckolls, Nebraska",0.0
1580,"Nueces, Texas",0.0
1581,"Nye, Nevada",0.0
1582,"Ocean, New Jersey",0.0004577968526466381
1583,"Ochiltree, Texas",0.0
1584,"Oconee, South Carolina",0.0
1585,"Oconto, Wisconsin",0.0
1586,"Ogle, Illinois",0.0
1587,"Ohio, Indiana",0.0
1588,"Ohio, Kentucky",0.0
1589,"Ohio, West Virginia",0.0
1590,"Okaloosa county, Florida",0.0
1591,"Okaloosa, Florida",0.0
1592,"Okanogan, Washington",0.0
1593,"Okeechobee, Florida",0.0
1594,"Okfuskee, Oklahoma",0.0
1595,"Oklahoma, Oklahoma",0.0
1596,"Okmulgee, Oklahoma",0.0
1597,"Oldham, Kentucky",0.0
1598,"Oldham, Texas",0.0
1599,"Olmsted, Minnesota",0.0
1600,"Oneida, Idaho",0.0
1601,"Oneida, New York",0.0
1602,"Oneida, Wisconsin",0.0
1603,"Onslow, North Carolina",0.0
1604,"Ontario, New York",0.0
1605,"Orange, California",0.0
1606,"Orange, Florida",0.0
1607,"Orange, New York",0.0
1608,"Orange, North Carolina",0.0
1609,"Orange, Texas",0.0
1610,"Orange, Vermont",0.0
1611,"Orange, Virginia",0.0
1612,"Orangeburg, South Carolina",0.0
1613,"Oregon, Missouri",0.0
1614,"Orleans, Louisiana",0.0
1615,"Orleans, Vermont",0.0
1616,"Osage, Kansas",0.0
1617,"Osage, Missouri",0.0
1618,"Osage, Oklahoma",0.0
1619,"Osborne, Kansas",0.0
1620,"Osceola, Florida",0.0
1621,"Oswego, New York",0.0
1622,"Otero county, New Mexico",0.0
1623,"Otero, New Mexico",0.0
1624,"Otoe, Nebraska",0.0
1625,"Ottawa, Kansas",0.0
1626,"Ottawa, Oklahoma",0.0
1627,"Otter tail, Minnesota",0.0
1628,"Ouachita, Arkansas",0.0
1629,"Ouachita, Louisiana",0.0
1630,"Outagamie, Wisconsin",0.0
1631,"Owen, Indiana",0.0
1632,"Owen, Kentucky",0.0
1633,"Owsley, Kentucky",0.0
1634,"Owyhee, Idaho",0.0
1635,"Oxford, Maine",0.0
1636,"Ozark, Missouri",0.0
1637,"Ozaukee, Wisconsin",0.0
1638,"Pacific, Washington",0.0
1639,"Page, Virginia",0.0
1640,"Palm beach, Florida",0.0
1641,"Palo pinto, Texas",0.0
1642,"Pamlico, North Carolina",0.0
1643,"Panola, Texas",0.0
1644,"Park, Montana",0.0
1645,"Park, Wyoming",0.0
1646,"Parke, Indiana",0.0
1647,"Parker, Texas",0.0
1648,"Parmer, Texas",0.0
1649,"Pasco county, Florida",0.0
1650,"Pasco, Florida",0.0011476027397260273
1651,"Pasquotank, North Carolina",0.0
1652,"Passaic, New Jersey",0.0
1653,"Patrick, Virginia",0.0
1654,"Pawnee, Kansas",0.0
1655,"Pawnee, Nebraska",0.0
1656,"Pawnee, Oklahoma",0.0
1657,"Payette, Idaho",0.0
1658,"Payne, Oklahoma",0.0
1659,"Pecos, Texas",0.0
1660,"Pemiscot, Missouri",0.0
1661,"Pend oreille, Washington",0.0
1662,"Pender, North Carolina",0.0
1663,"Pendleton, Kentucky",0.0
1664,"Pendleton, West Virginia",0.0
1665,"Pennington, Minnesota",0.0
1666,"Pennington, South Dakota",0.0
1667,"Penobscot, Maine",0.0
1668,"Peoria, Illinois",0.0
1669,"Pepin, Wisconsin",0.0
1670,"Perkins, Nebraska",0.0
1671,"Perquimans, North Carolina",0.0
1672,"Perry county, Pennsylvania",0.0
1673,"Perry, Alabama",0.0
1674,"Perry, Arkansas",0.0
1675,"Perry, Illinois",0.0
1676,"Perry, Indiana",0.0
1677,"Perry, Kentucky",0.0
1678,"Perry, Missouri",0.0
1679,"Perry, Pennsylvania",0.0
1680,"Pershing, Nevada",0.0
1681,"Person, North Carolina",0.0
1682,"Pettis, Missouri",0.0
1683,"Phelps, Missouri",0.0
1684,"Phelps, Nebraska",0.0
1685,"Philadelphia, Pennsylvania",0.0
1686,"Phillips, Arkansas",0.0
1687,"Phillips, Kansas",0.0
1688,"Phillips, Montana",0.0
1689,"Piatt, Illinois",0.0
1690,"Pickens, Alabama",0.0
1691,"Pickens, South Carolina",0.0
1692,"Pierce county, Washington",0.0
1693,"Pierce, Nebraska",0.0
1694,"Pierce, Washington",0.0
1695,"Pierce, Wisconsin",0.0
1696,"Pike, Alabama",0.0
1697,"Pike, Arkansas",0.0
1698,"Pike, Illinois",0.0
1699,"Pike, Indiana",0.0
1700,"Pike, Kentucky",0.0
1701,"Pike, Missouri",0.0
1702,"Pike, Pennsylvania",0.0
1703,"Pima, Arizona",8.372093023255814e-05
1704,"Pinal, Arizona",0.0
1705,"Pine, Minnesota",0.0
1706,"Pinellas, Florida",0.0
1707,"Pipestone, Minnesota",0.0
1708,"Piscataquis, Maine",0.0
1709,"Pitt, North Carolina",0.0
1710,"Pittsburg, Oklahoma",0.0
1711,"Pittsylvania, Virginia",0.0
1712,"Placer, California",0.0
1713,"Plaquemines, Louisiana",0.0
1714,"Platte, Missouri",0.0
1715,"Platte, Nebraska",0.0
1716,"Platte, Wyoming",0.0
1717,"Pleasants, West Virginia",0.0
1718,"Plumas, California",0.0
1719,"Plymouth, Massachusetts",0.0
1720,"Pocahontas, West Virginia",0.0
1721,"Poinsett, Arkansas",0.0
1722,"Pointe coupee parish, Louisiana",0.0
1723,"Pointe coupee, Louisiana",0.0
1724,"Polk, Arkansas",0.0
1725,"Polk, Florida",0.0
1726,"Polk, Minnesota",0.0
1727,"Polk, Missouri",0.0
1728,"Polk, Nebraska",0.0
1729,"Polk, North Carolina",0.0
1730,"Polk, Oregon",0.0
1731,"Polk, Texas",0.0
1732,"Polk, Wisconsin",0.0
1733,"Pondera, Montana",0.0
1734,"Pontotoc, Oklahoma",0.0
1735,"Pope, Arkansas",0.0
1736,"Pope, Illinois",0.0
1737,"Pope, Minnesota",0.0
1738,"Portage, Wisconsin",0.0
1739,"Porter, Indiana",0.0
1740,"Posey, Indiana",0.0
1741,"Pottawatomie, Kansas",0.0
1742,"Pottawatomie, Oklahoma",0.0
1743,"Potter, Pennsylvania",0.0
1744,"Potter, Texas",0.0
1745,"Powell, Kentucky",0.0
1746,"Powell, Montana",0.0
1747,"Power, Idaho",0.0
1748,"Powhatan, Virginia",0.0
1749,"Prairie, Arkansas",0.0
1750,"Pratt, Kansas",0.0
1751,"Presidio, Texas",0.0
1752,"Preston, West Virginia",0.0
1753,"Price, Wisconsin",0.0
1754,"Prince edward, Virginia",0.0
1755,"Prince george's, Maryland",0.0
1756,"Prince george, Virginia",0.0
1757,"Prince georges, Maryland",0.0
1758,"Prince william, Virginia",0.0
1759,"Providence, Rhode Island",0.0
1760,"Pulaski, Arkansas",0.0
1761,"Pulaski, Illinois",0.0
1762,"Pulaski, Indiana",0.0
1763,"Pulaski, Kentucky",0.0
1764,"Pulaski, Missouri",0.0
1765,"Pulaski, Virginia",0.0
1766,"Pushmataha, Oklahoma",0.0
1767,"Putnam county, Indiana",0.0
1768,"Putnam, Florida",0.0
1769,"Putnam, Illinois",0.0
1770,"Putnam, Indiana",0.0
1771,"Putnam, Missouri",0.0
1772,"Putnam, New York",0.0
1773,"Putnam, West Virginia",0.0
1774,"Quay, New Mexico",0.0
1775,"Queen anne's, Maryland",0.0
1776,"Racine, Wisconsin",0.0
1777,"Radford, Virginia",0.0
1778,"Rains, Texas",0.0
1779,"Raleigh, West Virginia",0.0
1780,"Ramsey, Minnesota",0.0
1781,"Ramsey, North Dakota",0.0
1782,"Randall, Texas",0.0
1783,"Randolph, Alabama",0.0
1784,"Randolph, Arkansas",0.0
1785,"Randolph, Illinois",0.0
1786,"Randolph, Indiana",0.0
1787,"Randolph, Missouri",0.0
1788,"Randolph, North Carolina",0.0
1789,"Randolph, West Virginia",0.0
1790,"Rapides, Louisiana",0.0
1791,"Rappahannock, Virginia",0.0
1792,"Ravalli, Montana",0.0
1793,"Rawlins, Kansas",0.0
1794,"Ray, Missouri",0.0
1795,"Reagan, Texas",0.0
1796,"Real, Texas",0.0
1797,"Red lake county, Minnesota",0.0
1798,"Red lake, Minnesota",0.0
1799,"Red river, Louisiana",0.0
1800,"Red river, Texas",0.0
1801,"Red willow, Nebraska",0.0
1802,"Redwood, Minnesota",0.0
1803,"Reeves, Texas",0.0
1804,"Refugio, Texas",0.0
1805,"Reno, Kansas",0.0
1806,"Rensselaer, New York",0.0
1807,"Renville, Minnesota",0.0
1808,"Republic, Kansas",0.0
1809,"Reynolds, Missouri",0.0
1810,"Rice, Kansas",0.0
1811,"Rice, Minnesota",0.0
1812,"Richardson, Nebraska",0.0
1813,"Richland, Illinois",0.0
1814,"Richland, Louisiana",0.0
1815,"Richland, Montana",0.0
1816,"Richland, South Carolina",0.0
1817,"Richland, Wisconsin",0.0
1818,"Richmond, North Carolina",0.0
1819,"Richmond, Virginia",0.0
1820,"Riley, Kansas",0.0
1821,"Rio arriba, New Mexico",0.0
1822,"Ripley, Indiana",0.0
1823,"Ripley, Missouri",0.0
1824,"Ritchie, West Virginia",0.0
1825,"Riverside, California",0.007706811451135252
1826,"Roane, West Virginia",0.0
1827,"Roanoke, Virginia",0.0
1828,"Roberts, South Dakota",0.0
1829,"Roberts, Texas",0.0
1830,"Robertson, Texas",0.0
1831,"Robeson, North Carolina",0.0
1832,"Rock island, Illinois",0.0
1833,"Rock, Minnesota",0.0
1834,"Rock, Nebraska",0.0
1835,"Rock, Wisconsin",0.0
1836,"Rockbridge, Virginia",0.0
1837,"Rockcastle, Kentucky",0.0
1838,"Rockingham, New Hampshire",0.0
1839,"Rockingham, North Carolina",0.0
1840,"Rockingham, Virginia",0.0
1841,"Rockland, New York",0.0
1842,"Roger mills, Oklahoma",0.0
1843,"Rogers, Oklahoma",0.0
1844,"Rooks, Kansas",0.0
1845,"Roosevelt, New Mexico",0.0
1846,"Roseau, Minnesota",0.0
1847,"Rosebud, Montana",0.0
1848,"Rowan county, North Carolina",0.0
1849,"Rowan, Kentucky",0.0
1850,"Rowan, North Carolina",0.0
1851,"Runnels, Texas",0.0
1852,"Rush, Indiana",0.0
1853,"Rush, Kansas",0.0
1854,"Rusk, Texas",0.0
1855,"Rusk, Wisconsin",0.0
1856,"Russell, Alabama",0.0
1857,"Russell, Kansas",0.0
1858,"Russell, Kentucky",0.0
1859,"Russell, Virginia",0.0
1860,"Rutherford, North Carolina",0.0
1861,"Rutland, Vermont",0.0
1862,"Sabine, Louisiana",0.0
1863,"Sabine, Texas",0.0
1864,"Sacramento county, California",0.0
1865,"Sacramento, California",0.001886571056062582
1866,"Sagadahoc, Maine",0.0
1867,"Saint bernard, Louisiana",0.0
1868,"Saint charles, Missouri",0.0
1869,"Saint clair, Michigan",0.0
1870,"Saint francois, Missouri",0.0
1871,"Saint james, Louisiana",0.0
1872,"Saint joseph, Michigan",0.0
1873,"Saint landry, Louisiana",0.0
1874,"Saint lawrence, New York",0.0
1875,"Saint louis, Minnesota",0.0
1876,"Saint louis, Missouri",0.0
1877,"Saint marys, Maryland",0.0
1878,"Saint tammany, Louisiana",0.0
1879,"Salem, New Jersey",0.0
1880,"Salem, Virginia",0.0
1881,"Saline county, Arkansas",0.0
1882,"Saline, Arkansas",0.0
1883,"Saline, Illinois",0.0
1884,"Saline, Kansas",0.0
1885,"Saline, Missouri",0.0
1886,"Saline, Nebraska",0.0
1887,"Saluda, South Carolina",0.0
1888,"Sampson, North Carolina",0.0
1889,"San augustine, Texas",0.0
1890,"San benito, California",0.0
1891,"San bernardino county, California",0.0
1892,"San bernardino, California",0.025299608993157335
1893,"San diego county, California",0.0
1894,"San diego, California",0.0
1895,"San francisco, California",0.0
1896,"San jacinto, Texas",0.0
1897,"San joaquin, California",0.02944083107497743
1898,"San juan, New Mexico",0.0
1899,"San juan, Utah",0.0
1900,"San juan, Washington",0.0
1901,"San luis obispo, California",0.0006578947368421052
1902,"San mateo, California",5.882352941176471e-05
1903,"San miguel, New Mexico",0.0
1904,"San patricio, Texas",0.0
1905,"San saba, Texas",0.0
1906,"Sanborn, South Dakota",0.0
1907,"Sandoval, New Mexico",0.000729166666666667
1908,"Sangamon, Illinois",0.0
1909,"Sanilac, Michigan",0.0
1910,"Santa barbara, California",0.0
1911,"Santa clara, California",7.092198581560284e-05
1912,"Santa cruz, Arizona",0.0
1913,"Santa cruz, California",0.0
1914,"Santa fe, New Mexico",0.0
1915,"Santa rosa county, Florida",0.0
1916,"Santa rosa, Florida",0.004283673469387756
1917,"Sarasota, Florida",0.0
1918,"Saratoga, New York",0.0
1919,"Sarpy, Nebraska",0.0
1920,"Sauk, Wisconsin",0.0
1921,"Saunders, Nebraska",0.0
1922,"Sawyer, Wisconsin",0.0
1923,"Schleicher, Texas",0.0
1924,"Schoharie, New York",0.0
1925,"Schoolcraft, Michigan",0.0
1926,"Schuyler, Illinois",0.0
1927,"Schuyler, New York",0.0
1928,"Schuylkill, Pennsylvania",0.0
1929,"Scotland, Missouri",0.0
1930,"Scotland, North Carolina",0.0
1931,"Scott, Arkansas",0.0
1932,"Scott, Illinois",0.0
1933,"Scott, Indiana",0.0
1934,"Scott, Iowa",0.0
1935,"Scott, Kansas",0.0
1936,"Scott, Kentucky",0.0
1937,"Scott, Minnesota",0.0
1938,"Scott, Missouri",0.0
1939,"Scott, Virginia",0.0
1940,"Scotts bluff, Nebraska",0.0
1941,"Scurry, Texas",0.0
1942,"Searcy, Arkansas",0.0
1943,"Sebastian, Arkansas",0.0
1944,"Sedgwick, Kansas",0.0
1945,"Seminole county, Florida",0.0
1946,"Seminole, Florida",1.3559322033898304e-05
1947,"Seminole, Oklahoma",0.0
1948,"Seneca, New York",0.0
1949,"Sequoyah, Oklahoma",0.0
1950,"Sevier, Arkansas",0.0
1951,"Seward, Nebraska",0.0
1952,"Shackelford, Texas",0.0
1953,"Shannon, Missouri",0.0
1954,"Shannon, South Dakota",0.0
1955,"Sharp county, Arkansas",0.0
1956,"Sharp, Arkansas",0.0
1957,"Shasta, California",0.0
1958,"Shawano, Wisconsin",0.0
1959,"Shawnee, Kansas",0.0
1960,"Sheboygan, Wisconsin",0.0
1961,"Shelby, Alabama",0.0
1962,"Shelby, Illinois",0.0
1963,"Shelby, Indiana",0.0
1964,"Shelby, Kentucky",0.0
1965,"Shelby, Missouri",0.0
1966,"Shelby, Ohio",0.0
1967,"Shelby, Tennessee",0.0
1968,"Shelby, Texas",0.0
1969,"Shenandoah, Virginia",0.0
1970,"Sherburne, Minnesota",0.0
1971,"Sheridan, Nebraska",0.0
1972,"Sheridan, Wyoming",0.0
1973,"Sherman, Kansas",0.0
1974,"Sherman, Nebraska",0.0
1975,"Sherman, Oregon",0.0
1976,"Sherman, Texas",0.0
1977,"Shoshone, Idaho",0.0
1978,"Sibley, Minnesota",0.0
1979,"Sierra, California",0.0
1980,"Sierra, New Mexico",0.0
1981,"Simpson, Kentucky",0.0
1982,"Sioux, Nebraska",0.25
1983,"Siskiyou, California",0.0
1984,"Skagit, Washington",0.0
1985,"Skamania, Washington",0.0
1986,"Smith, Kansas",0.0
1987,"Smith, Texas",0.0
1988,"Smyth, Virginia",0.0
1989,"Snohomish county, Washington",0.0
1990,"Snohomish, Washington",0.0
1991,"Snyder county, Pennsylvania",0.0
1992,"Snyder, Pennsylvania",0.0
1993,"Socorro, New Mexico",0.0
1994,"Solano, California",0.0004294117647058823
1995,"Somerset county, Pennsylvania",0.0
1996,"Somerset, Maine",0.0
1997,"Somerset, Maryland",0.0
1998,"Somerset, New Jersey",0.0
1999,"Somerset, Pennsylvania",0.0
2000,"Somervell, Texas",0.0
2001,"Sonoma, California",0.000824742268041237
2002,"Southampton, Virginia",0.0
2003,"Southeast fairbanks, Alaska",0.0
2004,"Spartanburg, South Carolina",0.0
2005,"Spencer, Indiana",0.0
2006,"Spink county, South Dakota",0.0
2007,"Spokane, Washington",0.0
2008,"Spotsylvania, Virginia",0.0
2009,"St clair, Alabama",0.0
2010,"St helena, Louisiana",0.0
2011,"St joseph, Indiana",0.0
2012,"St landry, Louisiana",0.0
2013,"St louis, Missouri",0.0
2014,"St lucie, Florida",0.0
2015,"St mary's, Maryland",0.0
2016,"St tammany, Louisiana",0.0
2017,"St. bernard, Louisiana",0.0
2018,"St. charles, Louisiana",0.0
2019,"St. charles, Missouri",0.0
2020,"St. clair county, Missouri",0.0
2021,"St. clair, Alabama",0.0
2022,"St. clair, Illinois",0.0
2023,"St. clair, Missouri",0.0
2024,"St. croix, Wisconsin",0.0
2025,"St. francis, Arkansas",0.0
2026,"St. francois, Missouri",0.0
2027,"St. helena, Louisiana",0.0
2028,"St. james, Louisiana",0.0
2029,"St. john the baptist parish, Louisiana",0.0
2030,"St. john the baptist, Louisiana",0.0
2031,"St. johns, Florida",0.0
2032,"St. joseph county, Indiana",0.0
2033,"St. joseph, Indiana",0.0
2034,"St. landry, Louisiana",0.0
2035,"St. lawrence, New York",0.0
2036,"St. louis city, Missouri",0.0
2037,"St. louis, Minnesota",0.0
2038,"St. louis, Missouri",0.0
2039,"St. lucie, Florida",0.0
2040,"St. martin parish, Louisiana",0.0
2041,"St. martin, Louisiana",0.0
2042,"St. mary parish, Louisiana",0.0
2043,"St. mary's county, Maryland",0.0
2044,"St. mary's, Maryland",0.0
2045,"St. mary, Louisiana",0.0
2046,"St. tammany parish, Louisiana",0.0
2047,"St. tammany, Louisiana",0.0
2048,"Stafford, Kansas",0.0
2049,"Stafford, Virginia",0.0
2050,"Stanislaus, California",0.026074178935447338
2051,"Stanly, North Carolina",0.0
2052,"Stanton, Nebraska",0.0
2053,"Stark, Illinois",0.0
2054,"Starke, Indiana",0.0
2055,"Starr, Texas",0.0
2056,"Staunton, Virginia",0.0
2057,"Ste. genevieve, Missouri",0.0
2058,"Stearns, Minnesota",0.0
2059,"Steele, Minnesota",0.0
2060,"Stephens, Oklahoma",0.0
2061,"Stephens, Texas",0.0
2062,"Stephenson, Illinois",0.0
2063,"Sterling, Texas",0.0
2064,"Steuben, Indiana",0.0
2065,"Steuben, New York",0.0
2066,"Stevens, Kansas",0.0
2067,"Stevens, Minnesota",0.0
2068,"Stevens, Washington",0.0
2069,"Stillwater, Montana",0.0
2070,"Stoddard, Missouri",0.0
2071,"Stokes, North Carolina",0.0
2072,"Stone, Arkansas",0.0
2073,"Stone, Missouri",0.0
2074,"Stonewall, Texas",0.0
2075,"Storey, Nevada",0.0
2076,"Strafford, New Hampshire",0.0
2077,"Stutsman, North Dakota",0.0
2078,"Sublette, Wyoming",0.0
2079,"Suffolk, Massachusetts",0.0
2080,"Suffolk, Virginia",0.0
2081,"Sullivan, Indiana",0.0
2082,"Sullivan, Missouri",0.0
2083,"Sullivan, New Hampshire",0.0
2084,"Sullivan, New York",0.0
2085,"Sullivan, Pennsylvania",0.0
2086,"Summers, West Virginia",0.0
2087,"Sumner, Kansas",0.0
2088,"Sumter, Alabama",0.0
2089,"Sumter, Florida",0.0
2090,"Sumter, South Carolina",0.014668750000000003
2091,"Surry, North Carolina",0.0
2092,"Surry, Virginia",0.0
2093,"Susquehanna, Pennsylvania",0.0
2094,"Sussex, New Jersey",0.0
2095,"Sussex, Virginia",0.0
2096,"Sutter, California",0.0
2097,"Sutton, Texas",0.0
2098,"Suwannee, Florida",0.0
2099,"Swain, North Carolina",0.0
2100,"Sweetwater county, Wyoming",0.0
2101,"Sweetwater, Wyoming",0.0
2102,"Swift county, Minnesota",0.0
2103,"Swift, Minnesota",0.0
2104,"Swisher, Texas",0.0
2105,"Switzerland, Indiana",0.0
2106,"Talbot, Maryland",0.0
2107,"Talladega, Alabama",0.0
2108,"Tallapoosa, Alabama",0.0
2109,"Taney, Missouri",0.0
2110,"Tangipahoa parish, Louisiana",0.0
2111,"Tangipahoa, Louisiana",0.0
2112,"Taos, New Mexico",0.0
2113,"Tarrant, Texas",0.0
2114,"Taylor, Florida",0.0
2115,"Taylor, Kentucky",0.0
2116,"Taylor, Texas",0.0
2117,"Taylor, West Virginia",0.0
2118,"Taylor, Wisconsin",0.0
2119,"Tazewell, Illinois",0.0
2120,"Tazewell, Virginia",0.0
2121,"Tehama, California",0.0
2122,"Tensas, Louisiana",0.0
2123,"Terrebonne, Louisiana",0.0
2124,"Terrell, Texas",0.0
2125,"Terry, Texas",0.0
2126,"Teton, Idaho",0.0
2127,"Teton, Montana",0.0
2128,"Teton, Wyoming",0.0
2129,"Texas, Missouri",0.0
2130,"Texas, Oklahoma",0.0
2131,"Thayer, Nebraska",0.0
2132,"Thomas, Kansas",0.0
2133,"Thomas, Nebraska",0.0
2134,"Throckmorton, Texas",0.0
2135,"Thurston, Nebraska",0.0
2136,"Thurston, Washington",0.0
2137,"Tillamook county, Oregon",0.0
2138,"Tillamook, Oregon",0.0
2139,"Tillman, Oklahoma",0.0
2140,"Tioga county, Pennsylvania",0.0
2141,"Tioga, Pennsylvania",0.0
2142,"Tippecanoe, Indiana",0.0
2143,"Tipton, Indiana",0.0
2144,"Titus, Texas",0.0
2145,"Todd, Kentucky",0.0
2146,"Todd, Minnesota",0.0
2147,"Todd, South Dakota",0.0
2148,"Tolland, Connecticut",0.0
2149,"Tom green, Texas",0.0
2150,"Toole, Montana",0.0
2151,"Torrance, New Mexico",0.0
2152,"Transylvania, North Carolina",0.0
2153,"Traverse, Minnesota",0.0
2154,"Travis, Texas",0.0
2155,"Trego, Kansas",0.0
2156,"Trempealeau, Wisconsin",0.0
2157,"Trigg, Kentucky",0.0
2158,"Trimble, Kentucky",0.0
2159,"Trinity, Texas",0.0
2160,"Tripp, South Dakota",0.0
2161,"Tucker, West Virginia",0.0
2162,"Tulare, California",0.03618564005668399
2163,"Tulsa, Oklahoma",0.0
2164,"Tuolumne, California",0.0
2165,"Turner, South Dakota",0.0
2166,"Tuscaloosa, Alabama",0.0
2167,"Twin falls, Idaho",0.0
2168,"Tyler, Texas",0.0
2169,"Tyler, West Virginia",0.185
2170,"Tyrrell, North Carolina",0.0
2171,"Uinta, Wyoming",0.0
2172,"Ulster, New York",0.0
2173,"Umatilla, Oregon",0.0
2174,"Union county, Pennsylvania",0.0
2175,"Union parish, Louisiana",0.0
2176,"Union, Arkansas",0.001078838174273859
2177,"Union, Florida",0.0
2178,"Union, Illinois",0.0
2179,"Union, Indiana",0.0
2180,"Union, Kentucky",0.0
2181,"Union, Louisiana",0.0
2182,"Union, New Jersey",0.0
2183,"Union, New Mexico",0.0
2184,"Union, North Carolina",0.0
2185,"Union, Oregon",0.0
2186,"Union, Pennsylvania",0.0
2187,"Union, South Carolina",0.0
2188,"Union, South Dakota",0.0
2189,"Unknown, South Carolina",0.0
2190,"Upshur, Texas",0.0
2191,"Upshur, West Virginia",0.0
2192,"Upton, Texas",0.0
2193,"Uvalde, Texas",0.0
2194,"Val verde, Texas",0.0
2195,"Valencia, New Mexico",0.0
2196,"Valley, Idaho",0.0
2197,"Valley, Nebraska",0.0
2198,"Van buren, Arkansas",0.0
2199,"Van zandt, Texas",0.0
2200,"Vance, North Carolina",0.0
2201,"Vanderburgh, Indiana",0.0
2202,"Venango county, Pennsylvania",0.0
2203,"Venango, Pennsylvania",0.0
2204,"Ventura, California",0.0
2205,"Vermilion, Illinois",0.0
2206,"Vermilion, Louisiana",0.0
2207,"Vermillion county, Indiana",0.0
2208,"Vermillion, Indiana",0.0
2209,"Vernon, Louisiana",0.0
2210,"Vernon, Missouri",0.0
2211,"Vernon, Wisconsin",0.0
2212,"Victoria, Texas",0.0
2213,"Vigo, Indiana",0.0
2214,"Vilas, Wisconsin",0.0
2215,"Volusia, Florida",0.0
2216,"Wabash, Illinois",0.0
2217,"Wabash, Indiana",0.0
2218,"Wabasha, Minnesota",0.0
2219,"Wabaunsee, Kansas",0.0
2220,"Wadena, Minnesota",0.0
2221,"Wagoner, Oklahoma",0.0
2222,"Wahkiakum, Washington",0.0
2223,"Wake, North Carolina",3.855569155446757e-05
2224,"Wakulla, Florida",0.0
2225,"Waldo, Maine",0.0
2226,"Walker, Alabama",0.0
2227,"Walker, Texas",0.0
2228,"Walla walla, Washington",0.0
2229,"Wallace, Kansas",0.0
2230,"Waller, Texas",0.0
2231,"Wallowa, Oregon",0.0
2232,"Walsh, North Dakota",0.0
2233,"Walton, Florida",0.0
2234,"Walworth, South Dakota",0.0
2235,"Walworth, Wisconsin",0.0
2236,"Ward, Texas",0.0
2237,"Warren county, Pennsylvania",0.0
2238,"Warren, Illinois",0.0
2239,"Warren, Indiana",0.0
2240,"Warren, Kentucky",0.0
2241,"Warren, Missouri",0.0
2242,"Warren, New Jersey",0.0
2243,"Warren, North Carolina",0.0
2244,"Warren, Pennsylvania",0.0
2245,"Warren, Virginia",0.0
2246,"Warrick, Indiana",0.0
2247,"Wasco, Oregon",0.0
2248,"Waseca, Minnesota",0.0
2249,"Washakie, Wyoming",0.0
2250,"Washburn, Wisconsin",0.0
2251,"Washington county, Rhode Island",0.0
2252,"Washington parish, Louisiana",0.0
2253,"Washington, Alabama",0.0
2254,"Washington, Arkansas",0.0
2255,"Washington, Florida",0.0
2256,"Washington, Idaho",0.0
2257,"Washington, Illinois",0.0
2258,"Washington, Indiana",0.0
2259,"Washington, Kansas",0.0
2260,"Washington, Kentucky",0.0
2261,"Washington, Louisiana",0.0
2262,"Washington, Maine",0.0
2263,"Washington, Maryland",0.0
2264,"Washington, Minnesota",0.0
2265,"Washington, Missouri",0.0
2266,"Washington, Nebraska",0.0
2267,"Washington, North Carolina",0.0
2268,"Washington, Oklahoma",0.0
2269,"Washington, Oregon",0.0
2270,"Washington, Pennsylvania",0.0
2271,"Washington, Rhode Island",0.0
2272,"Washington, Texas",0.0
2273,"Washington, Vermont",0.0
2274,"Washington, Virginia",0.0
2275,"Washington, Wisconsin",0.0
2276,"Washita, Oklahoma",0.0
2277,"Washoe, Nevada",0.0013486238532110092
2278,"Watauga, North Carolina",0.0
2279,"Watonwan, Minnesota",0.0
2280,"Waukesha, Wisconsin",0.0
2281,"Waupaca, Wisconsin",0.0
2282,"Waushara, Wisconsin",0.0
2283,"Wayne, Illinois",0.0
2284,"Wayne, Indiana",0.0
2285,"Wayne, Kentucky",0.0
2286,"Wayne, Michigan",0.0
2287,"Wayne, Missouri",0.0
2288,"Wayne, Nebraska",0.0
2289,"Wayne, New York",0.0
2290,"Wayne, North Carolina",0.0
2291,"Wayne, Pennsylvania",0.0
2292,"Wayne, West Virginia",0.0
2293,"Waynesboro city, Virginia",0.0
2294,"Webb county, Texas",0.0
2295,"Webb, Texas",0.0
2296,"Webster, Kentucky",0.0
2297,"Webster, Louisiana",0.0
2298,"Webster, Missouri",0.0
2299,"Webster, Nebraska",0.0
2300,"Webster, West Virginia",0.0
